move_effect_id,local_language_id,short_effect,effect
263,9,User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to paralyze the target.,Inflicts [regular damage].  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to [paralyze] the target.
264,9,"User bounces high into the air, dodging all attacks, and hits next turn.","Inflicts [regular damage].  User bounces high into the air for one turn, becoming immune to attack, and hits on the second turn.  Has a $effect_chance% chance to [paralyze] the target.

During the immune turn, gust, hurricane, sky-uppercut, smack-down, thunder, and twister still hit the user normally.  gust and twister also have double power against the user.

The damage from hail and sandstorm still applies during the immune turn.

The user may be hit during its immune turn if under the effect of lock-on, mind-reader, or no-guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep-talk."
266,9,Lowers the target's Special Attack by two stages if it's the opposite gender.,"Lowers the target's [Special Attack] by two [stages].  If the user and target are the same gender, or either is genderless, this move will [fail]."
267,9,Causes damage when opposing Pokémon switch in.,"Spreads sharp rocks around the opposing [field], damaging any Pokémon that enters the [field] for 1/8 its max [HP].  This damage is affected by the entering Pokémon's susceptibility to rock moves.

rapid-spin removes this effect from its user's side of the [field]."
268,9,Has a higher chance to confuse the target when the recorded sound is louder.,"Inflicts [regular damage].  Has either a 1%, 11%, or 31% chance to [confuse] the target, based on the volume of the recording made for this move; louder recordings increase the chance of [confusion].  If the user is not a chatot, this move will not cause [confusion].

This move cannot be copied by mimic, mirror-move, or sketch, nor selected by assist, metronome, or sleep-talk."
269,9,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.","Inflicts [regular damage].  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno-blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates."
270,9,User receives 1/2 the damage inflicted in recoil.,Inflicts [regular damage].  User takes 1/2 the damage it inflicts in recoil.
271,9,"User faints, and its replacement is fully healed.","User [faint].  Its replacement's [HP] and [PP] are fully restored, and any [major status effect]-effect is removed."
272,9,Has a $effect_chance% chance to lower the target's Special Defense by two stages.,Inflicts [regular damage].  Has a $effect_chance% chance to lower the target's [Special Defense] by two [stages].
273,9,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.","Inflicts [regular damage].  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep-talk."
274,9,Has a $effect_chance% chance to [burn] the target and a $effect_chance% chance to make the target flinch.,Inflicts [regular damage].  Has a $effect_chance% chance to [burn] the target and a separate $effect_chance% chance to make the target [flinch].
275,9,Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.,Inflicts [regular damage].  Has a $effect_chance% chance to [freeze] the target and a separate $effect_chance% chance to make the target [flinch].
276,9,Has a $effect_chance% chance to paralyze the target and a $effect_chance% chance to make the target flinch.,Inflicts [regular damage].  Has a $effect_chance% chance to [paralyze] the target and a separate $effect_chance% chance to make the target [flinch].
277,9,Has a $effect_chance% chance to raise the user's Special Attack by one stage.,Inflicts [regular damage].  Has a $effect_chance% chance to raise the user's [Special Attack] by one [stage].
278,9,Raises the user's Attack and accuracy by one stage.,Raises the user's [Attack] and [accuracy] by one [stage].
279,9,Prevents any multi-target moves from hitting friendly Pokémon this turn.,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will [fail].

This move cannot be selected by assist or metronome."
280,9,Averages Defense and Special Defense with the target.,Averages the user's unmodified [Defense] with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified [Special Defense] is averaged the same way.
281,9,Averages Attack and Special Attack with the target.,"Averages the user's unmodified [Attack] with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified [Special Attack] is averaged the same way.

This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower-gift during sunny-day."
282,9,All Pokémon's Defense and Special Defense are swapped for 5 turns.,"For five turns (including this one), every Pokémon's [Defense] and [Special Defense] are swapped."
283,9,"Inflicts damage based on the target's Defense, not Special Defense.","Inflicts [regular damage].  Damage calculation always uses the target's [Defense], regardless of this move's damage class."
284,9,Inflicts double damage if the target is Poisoned.,"Inflicts [regular damage].  If the target is [poisoned], this move has double power."
285,9,Raises the user's Speed by two stages and halves the user's weight.,Raises the user's [Speed] by two [stages].  Halves the user's weight; this effect does not stack.
286,9,Moves have 100% accuracy against the target for three turns.,"For three turns (including this one), moves used against the target have 100% [accuracy], but the target is immune to ground damage.  Accuracy of one-hit KO moves is exempt from this effect.

This effect is removed by gravity.  If Gravity is already in effect, this move will [fail]."
287,9,Negates held items for five turns.,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items."
288,9,Removes any immunity to Ground damage.,"Inflicts [regular damage].  Removes the target's [immunity] to ground-type damage.  This effect removes any existing Ground immunity due to levitate, magnet-rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage.

If the target isn't immune to Ground damage, this move will [fail].

This move can hit Pokémon under the effect of bounce, fly, or sky-drop, and ends the effect of Bounce or Fly."
289,9,Always scores a critical hit.,Inflicts [regular damage].  Always scores a [critical hit].
290,9,Deals splash damage to Pokémon next to the target.,"Inflicts [regular damage].  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max [HP]."
291,9,"Raises the user's Special Attack, Special Defense, and Speed by one stage each.","Raises the user's [Special Attack], [Special Defense], and [Speed] by one [stage] each."
292,9,"Power is higher when the user weighs more than the target, up to a maximum of 120.","Inflicts [regular damage].  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
"
293,9,Hits any Pokémon that shares a type with the user.,Inflicts [regular damage].  Only Pokémon that share a type with the user will take damage from this move.
294,9,"Power is higher when the user has greater Speed than the target, up to a maximum of 150.","Inflicts [regular damage].  The greater the user's [Speed] compared to the target's, the higher power this move has, to a maximum of 150.

User's Speed                     | Power
-------------------------------- | ----:
Up to 2× the target's Speed      |    60
Up to 3× the target's Speed      |    80
Up to 4× the target's Speed      |   120
More than 4× the target's Speed  |   150
"
295,9,Changes the target's type to Water.,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will [fail]."
296,9,Inflicts regular damage.  Raises the user's Speed by one stage.,Inflicts [regular damage].  Raises the user's [Speed] by one [stage].
297,9,Lowers the target's Special Defense by two stages.,Inflicts [regular damage].  Lowers the target's [Special Defense] by two [stages].
298,9,Calculates damage with the target's attacking stat.,Inflicts [regular damage].  Damage is calculated using the target's attacking stat rather than the user's.
299,9,Changes the target's ability to Simple.,Changes the target's ability to simple.
300,9,Copies the user's ability onto the target.,Changes the target's ability to match the user's.  This effect ends when the target leaves battle.
301,9,Makes the target act next this turn.,"The target will act next this turn, regardless of [Speed] or move priority.
If the target has already acted this turn, this move will [fail]."
302,9,Has double power if it's used more than once per turn.,"Inflicts [regular damage].  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of [Speed] or priority.  Pokémon using other moves will then continue to act as usual."
303,9,"Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.","Inflicts [regular damage].  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200."
304,9,Ignores the target's stat modifiers.,"Inflicts [regular damage].  Damage calculation ignores the target's [stat modifiers], including [evasion]."
305,9,Removes all of the target's stat modifiers.,Inflicts [regular damage].  All of the target's [stat modifiers] are reset to zero.
306,9,"Power is higher the more the user's stats have been raised, to a maximum of 31×.","Inflicts [regular damage].  Power is increased by 100% its original value for every [stage] any of the user's stats have been raised.  [Accuracy], [evasion], and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×."
307,9,Prevents any priority moves from hitting friendly Pokémon this turn.,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will [fail].

This move cannot be selected by assist or metronome."
308,9,User switches places with the friendly Pokémon opposite it.,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will [fail]."
309,9,"Raises user's Attack, Special Attack, and Speed by two stages.  Lower user's Defense and Special Defense by one stage.","Raises the user's [Attack], [Special Attack], and [Speed] by two [stages] each.  Lowers the user's [Defense] and [Special Defense] by one stage each."
310,9,Heals the target for half its max HP.,Heals the target for half its max [HP].
311,9,Has double power if the target has a major status ailment.,"Inflicts [regular damage].  If the target has a [major status ailment]-ailment, this move has double power."
312,9,"Carries the target high into the air, dodging all attacks against either, and drops it next turn.","Inflicts [regular damage].  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is flying-type, this move will function as normal but inflict no damage.

gust, hurricane, sky-uppercut, smack-down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.

The damage from hail and sandstorm still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of lock-on, mind-reader, or no-guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep-talk.

*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it."
313,9,Raises the user's Attack by one stage and its Speed by two stages.,Raises the user's [Attack] by one [stage] and its [Speed] by two stages.
314,9,Ends wild battles.  Forces trainers to switch Pokémon.,"Inflicts [regular damage], then [switches] the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction-cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead."
315,9,Destroys the target's held berry.,"Inflicts [regular damage].  If the target is [holding] a [berry], it's destroyed and cannot be used in response to this move."
316,9,Makes the target act last this turn.,"Forces the target to act last this turn, regardless of [Speed] or move [priority].  If the target has already acted this turn, this move will [fail]."
317,9,Raises the user's Attack and Special Attack by one stage.,"Raises the user's [Attack] and [Special Attack] by one [stage] each.  During sunny-day, raises both stats by two stages."
318,9,Has double power if the user has no held item.,"Inflicts [regular damage].  If the user has no [held item], this move has double power."
319,9,User becomes the target's type.,User's type changes to match the target's.
320,9,Has double power if a friendly Pokémon fainted last turn.,"Inflicts [regular damage].  If a friendly Pokémon fainted on the previous turn, this move has double power."
321,9,Inflicts damage equal to the user's remaining HP.  User faints.,Inflicts damage equal to the user's remaining [HP].  User faints.
322,9,Raises the user's Special Attack by three stages.,Raises the user's [Special Attack] by three [stages].
323,9,"Raises the user's Attack, Defense, and accuracy by one stage each.","Raises the user's [Attack], [Defense], and [accuracy] by one [stage] each."
324,9,Gives the user's held item to the target.,"Transfers the user's [held item] to the target.  If the user has no held item, or the target already has a held item, this move will [fail]."
325,9,"With [Grass Pledge], halves opposing Pokémon's Speed for four turns.","Inflicts [regular damage].  If a friendly Pokémon used grass-pledge earlier this turn, all opposing Pokémon have halved [Speed] for four turns (including this one)."
326,9,"With [Water Pledge], doubles the effect chance of friendly Pokémon's moves for four turns.","Inflicts [regular damage].  If a friendly Pokémon used water-pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one)."
327,9,"With [Fire Pledge], damages opposing Pokémon for 1/8 their max HP every turn for four turns.","Inflicts [regular damage].  If a friendly Pokémon used fire-pledge earlier this turn, all opposing Pokémon will take 1/8 their max [HP] in damage at the end of every turn for four turns (including this one)."
328,9,Raises the user's Attack and Special Attack by one stage each.,Raises the user's [Attack] and [Special Attack] by one [stage] each.
329,9,Raises the user's Defense by three stages.,Raises the user's [Defense] by three [stages].
330,9,Has a $effect_chance% chance to put the target to sleep.,"Inflicts [regular damage].  Has a $effect_chance% chance to put the target to [sleep].
If the user is a meloetta, it will toggle between Aria and Pirouette Forme."
331,9,Lowers the target's Speed by one stage.,Inflicts [regular damage].  Lowers the target's [Speed] by one [stage].
332,9,Requires a turn to charge before attacking.  Has a $effect_chance% chance to paralyze the target.,Inflicts [regular damage].  Has a $effect_chance% chance to [paralyze] the target.  User charges for one turn before attacking.
333,9,Requires a turn to charge before attacking.  Has a $effect_chance% chance to [burn] the target.,Inflicts [regular damage].  Has a $effect_chance% chance to [burn] the target.  User charges for one turn before attacking.
335,9,"Lowers the user's Defense, Special Defense, and Speed by one stage each.","Inflicts [regular damage].  Lowers the user's [Defense], [Special Defense], and [Speed] by one [stage] each."
336,9,"With [Fusion Bolt], inflicts double damage.","Inflicts [regular damage].  If a friendly Pokémon used fusion-bolt earlier this turn, this move has double power."
337,9,"With [Fusion Flare], inflicts double damage.","Inflicts [regular damage].  If a friendly Pokémon used fusion-flare earlier this turn, this move has double power."
338,9,Has a $effect_chance% chance to confuse the target.,"Inflicts [regular damage].  Has a $effect_chance% chance to [confuse] the target.

This move can hit Pokémon under the effect of bounce, fly, or sky-drop.

During rain-dance, this move has 100% accuracy.  During sunny-day, this move has 50% accuracy."
339,9,Deals both fighting and flying-type damage.,Deals both fighting and flying-type damage.
340,9,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.
341,9,Uses up the user's berry.  Fails if it is not holding one.,Uses up the user's berry.  Fails if it is not holding one.
342,9,Raises the Attack and Special Attack of all grass Pokémon in battle.,Raises the Attack and Special Attack of all grass Pokémon in battle
343,9,Lowers opponents' Speed by one stage when they enter battle.,Lowers opponents' Speed by one stage when they enter battle.
344,9,Raises the user's Attack by two stages if it KOs the target.,Raises the user's Attack by two stages if it KOs the target.
345,9,Adds ghost to the target's types.,Adds ghost to the target's types.
346,9,Lowers the target's Attack and Special Attack by one stage.,Lowers the target's Attack and Special Attack by one stage.
347,9,Changes normal moves to electric moves.,Changes normal moves to electric moves.
348,9,Heals the user for half the total damage dealt to all targets.,Heals the user for half the total damage dealt to all targets.
349,9,Adds grass to the target's types.,Adds grass to the target's types.
350,9,Super-effective against water-types.,Super-effective against water-types.
351,9,Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.,Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.
352,9,Inverts the target's stat modifiers.,Inverts the target's stat modifiers.
353,9,Drains 75% of the damage inflicted to heal the user.,Drains 75% of the damage inflicted to heal the user.
354,9,Protects all friendly Pokémon from non-damaging moves.,Protects all friendly Pokémon from non-damaging moves.
355,9,Raises the Defense of all grass Pokémon in battle,Raises the Defense of all grass Pokémon in battle.
356,9,"For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.","For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.

Changes nature-power to energy-ball."
357,9,"For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens their dragon moves to 0.5× their power.","For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens their dragon moves to 0.5× their power.

Changes nature-power to moonblast."
358,9,Changes the target's move's type to electric if it hasn't moved yet this turn.,Changes the target's move's type to electric if it hasn't moved yet this turn.
359,9,Prevents all Pokémon from fleeing or switching out during the next turn.,Prevents all Pokémon from fleeing or switching out during the next turn.
360,9,Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.,Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.
361,9,Lowers the target's Special Attack by one stage.,Lowers the target's Special Attack by one stage.
362,9,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.
363,9,Raises a selected ally's Special Defense by one stage.,Raises a selected ally's Special Defense by one stage.
364,9,"Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned.","Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned."
365,9,Damages the target if it uses a fire move.,Damages the target if it uses a fire move.
366,9,"Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages.","Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages."
367,9,Raises Defense and Special Defense by one stage for friendly Pokémon with with plus or minus.,Raises Defense and Special Defense by one stage for friendly Pokémon with with plus or minus.
368,9,"For five turns, prevents Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.","For five turns, prevents Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.

Changes nature-power to thunderbolt."
369,9,Lowers the target's Special Attack by two stages.,Lowers the target's Special Attack by two stages.
370,9,Doubles prize money.,Doubles prize money.  Stacks with a held item.  Only works once per battle..
10001,9,Has an increased chance for a critical hit in Hyper Mode.,Inflicts [regular damage].  User's [critical hit] rate is one level higher when using this move while in [hyper mode].
10002,9,User receives 1/2 its HP in recoil.,Inflicts [regular damage].  User takes 1/2 of its current [HP] in recoil.
10003,9,Halves HP of all Pokémon on the field.  Must recharge,"Halves [HP] of all Pokémon on the field.  User loses its next turn to ""recharge"", and cannot attack or [switch] out during that turn."
10004,9,Lowers the target's evasion by two stages.,Lowers the target's [evasion] by two [stages].
10005,9,"Removes [Light Screen], [Reflect], and [Safeguard].","Removes the effects of light-screen, reflect, and safeguard."
10006,9,Changes the weather to Shadow Sky for five turns.,Changes the weather to Shadow Sky for five turns.  Pokémon other than shadow Pokémon take 1/16 their max [HP] at the end of every turn.  This move is typeless for the purposes of weather-ball.
