ability_id,version_group_id,language_id,flavor_text
96,10,9,"All the Pokémon’s moves
become the Normal type."
96,11,5,"Toutes les capacités sont
de type Normal."
96,11,9,"All the Pokémon’s moves
become the Normal type."
96,14,9,"All the Pokémon’s moves
become the Normal type."
96,15,1,"だしたわざが　すべて
ノーマルタイプに　なる。"
96,15,3,"쓴 기술이 모두
노말타입이 된다."
96,15,5,"Toutes les capacités sont de
type Normal."
96,15,6,"Alle Attacken des Pokémon
werden zu Normal-Attacken."
96,15,7,"Todos los movimientos se vuelven
de tipo Normal."
96,15,8,"Le mosse del Pokémon
diventano di tipo Normale."
96,15,9,"All the Pokémon’s moves
become Normal type."
96,15,11,"だした技が　すべて
ノーマルタイプに　なる。"
96,16,1,"だしたわざが　すべて
ノーマルタイプに　なる。"
96,16,3,"쓴 기술이 모두
노말타입이 된다."
96,16,5,"Toutes les capacités sont de
type Normal."
96,16,6,"Alle Attacken des Pokémon
werden zu Normal-Attacken."
96,16,7,"Todos los movimientos se vuelven
de tipo Normal."
96,16,8,"Le mosse del Pokémon
diventano di tipo Normale."
96,16,9,"All the Pokémon’s moves
become Normal type."
96,16,11,"だした技が　すべて
ノーマルタイプに　なる。"
97,8,9,"Powers up moves if they
become critical hits."
97,9,9,"Powers up moves if they
become critical hits."
97,10,9,"Powers up moves if they
become critical hits."
97,11,5,"Augmente la puissance
des coups critiques."
97,11,9,"Powers up moves if they
become critical hits."
97,14,9,"Powers up moves if they
become critical hits."
97,15,1,"きゅうしょに　あてたとき
いりょくが　あがる。"
97,15,3,"급소에 맞혔을 때
위력이 올라간다."
97,15,5,"Augmente la puissance des
coups critiques."
97,15,6,"Steigert den Schaden
von Volltreffern."
97,15,7,"Potencia los movimientos si se
vuelven críticos."
97,15,8,"Aumenta i danni inflitti
dai brutti colpi."
97,15,9,"Powers up moves if they
become critical hits."
97,15,11,"急所に　当てたとき
威力が　あがる。"
97,16,1,"きゅうしょに　あてたとき
いりょくが　あがる。"
97,16,3,"급소에 맞혔을 때
위력이 올라간다."
97,16,5,"Augmente la puissance des
coups critiques."
97,16,6,"Steigert den Schaden
von Volltreffern."
97,16,7,"Potencia los movimientos si se
vuelven críticos."
97,16,8,"Aumenta i danni inflitti
dai brutti colpi."
97,16,9,"Powers up moves if they
become critical hits."
97,16,11,"急所に　当てたとき
威力が　あがる。"
98,8,9,"The Pokémon only takes
damage from attacks."
98,9,9,"The Pokémon only takes
damage from attacks."
98,10,9,"The Pokémon only takes
damage from attacks."
98,11,5,"Seule une attaque directe
peut blesser le Pokémon."
98,11,9,"The Pokémon only takes
damage from attacks."
98,14,9,"The Pokémon only takes
damage from attacks."
98,15,1,"こうげき　いがいでは
ダメージを　うけない。"
98,15,3,"공격 이외에는
데미지를 입지 않는다."
98,15,5,"Seule une attaque directe peut
blesser le Pokémon."
98,15,6,"Das Pokémon nimmt nur durch
Offensiv-Attacken Schaden."
98,15,7,"Solo dañan al Pokémon los
ataques directos."
98,15,8,"Il Pokémon subisce danni solo
da attacchi diretti."
98,15,9,"The Pokémon only takes
damage from attacks."
98,15,11,"攻撃　以外では
ダメージを　受けない。"
98,16,1,"こうげき　いがいでは
ダメージを　うけない。"
98,16,3,"공격 이외에는
데미지를 입지 않는다."
98,16,5,"Seule une attaque directe peut
blesser le Pokémon."
98,16,6,"Das Pokémon nimmt nur durch
Offensiv-Attacken Schaden."
98,16,7,"Solo dañan al Pokémon los
ataques directos."
98,16,8,"Il Pokémon subisce danni solo
da attacchi diretti."
98,16,9,"The Pokémon only takes
damage from attacks."
98,16,11,"攻撃　以外では
ダメージを　受けない。"
99,8,9,"Ensures the Pokémon and
its foe’s attacks land."
99,9,9,"Ensures the Pokémon and
its foe’s attacks land."
99,10,9,"Ensures both Pokémon’s
and foe’s attacks land."
99,11,5,"Capacités du Pokémon et
de l’ennemi réussissent."
99,11,9,"Ensures attacks by or
against the Pokémon land."
99,14,9,"Ensures attacks by or
against the Pokémon land."
99,15,1,"おたがいの　わざが
かならず　あたる。"
99,15,3,"서로의 기술이
반드시 맞는다."
99,15,5,"Les capacités du Pokémon et de
l’ennemi frappent à coup sûr."
99,15,6,"Alle Attacken des oder auf
das Pokémon gelingen."
99,15,7,"El movimiento del Pokémon y el
del rival acertarán."
99,15,8,"Le mosse del Pokémon e del
nemico vanno sempre a segno."
99,15,9,"Ensures attacks by or
against the Pokémon land."
99,15,11,"お互いの　技が
必ず　当たる。"
99,16,1,"おたがいの　わざが
かならず　あたる。"
99,16,3,"서로의 기술이
반드시 맞는다."
99,16,5,"Les capacités du Pokémon et de
l’ennemi touchent à coup sûr."
99,16,6,"Alle Attacken des oder auf
das Pokémon gelingen."
99,16,7,"El movimiento del Pokémon y el
del rival acertarán."
99,16,8,"Le mosse del Pokémon e del
nemico vanno sempre a segno."
99,16,9,"Ensures that attacks by or
against the Pokémon will land."
99,16,11,"お互いの　技が
必ず　当たる。"
100,8,9,"The Pokémon moves after
even slower foes."
100,9,9,"The Pokémon moves after
even slower foes."
100,10,9,"The Pokémon moves after
even slower foes."
100,11,5,"Attaque toujours après 
l’ennemi, même plus lent."
100,11,9,"The Pokémon moves after
all other Pokémon do."
100,14,9,"The Pokémon moves after
all other Pokémon do."
100,15,1,"あいてより　すばやくても
こうどうが　おそくなる。"
100,15,3,"상대보다 재빨라도
행동이 느려진다."
100,15,5,"Agit toujours après les autres
Pokémon, même plus lents."
100,15,6,"Handelt auch mit Initiative-Vorteil
stets nach dem Gegner."
100,15,7,"El Pokémon se mueve tras todos
los demás."
100,15,8,"I nemici attaccano sempre per
primi, anche se sono più lenti."
100,15,9,"The Pokémon moves after
all other Pokémon do."
100,15,11,"相手より　素早くても
行動が　遅くなる。"
100,16,1,"あいてより　すばやくても
こうどうが　おそくなる。"
100,16,3,"상대보다 재빨라도
행동이 느려진다."
100,16,5,"Agit toujours après les autres
Pokémon, même plus lents."
100,16,6,"Handelt auch mit Initiative-Vorteil
stets nach dem Gegner."
100,16,7,"El Pokémon se mueve tras todos
los demás."
100,16,8,"I nemici attaccano sempre per
primi, anche se sono più lenti."
100,16,9,"The Pokémon moves after
all other Pokémon do."
100,16,11,"相手より　素早くても
行動が　遅くなる。"
101,8,9,"Powers up the Pokémon’s
weaker moves."
101,9,9,"Powers up the Pokémon’s
weaker moves."
101,10,9,"Powers up the Pokémon’s
weaker moves."
101,11,5,"Augmente la puissance des
capacités les plus faibles."
101,11,9,"Powers up the Pokémon’s
weaker moves."
101,14,9,"Powers up the Pokémon’s
weaker moves."
101,15,1,"よわい　わざの
いりょくが　あがる。"
101,15,3,"약한 기술의
위력이 올라간다."
101,15,5,"Augmente la puissance des
capacités les plus faibles."
101,15,6,"Steigert die Effektivität von
schwächeren Attacken."
101,15,7,"Potencia los movimientos más
débiles del Pokémon."
101,15,8,"Potenzia le mosse più deboli
del Pokémon."
101,15,9,"Powers up the Pokémon’s
weaker moves."
101,15,11,"弱い　技の
威力が　あがる。"
101,16,1,"よわい　わざの
いりょくが　あがる。"
101,16,3,"약한 기술의
위력이 올라간다."
101,16,5,"Augmente la puissance des
capacités les plus faibles."
101,16,6,"Steigert die Effektivität von
schwächeren Attacken."
101,16,7,"Potencia los movimientos más
débiles del Pokémon."
101,16,8,"Potenzia le mosse più deboli
del Pokémon."
101,16,9,"Powers up the Pokémon’s
weaker moves."
101,16,11,"弱い　技の
威力が　あがる。"
102,8,9,"Prevents status problems
in sunny weather."
102,9,9,"Prevents status problems
in sunny weather."
102,10,9,"Prevents problems with
status in sunny weather."
102,11,5,"Empêche les problèmes
de statut au soleil."
102,11,9,"Prevents problems with
status in sunny weather."
102,14,9,"Prevents problems with
status in sunny weather."
102,15,1,"じょうたい　いじょうに
はれのとき　ならない。"
102,15,3,"맑을 때는
상태 이상이 되지 않는다."
102,15,5,"Empêche les problèmes de statut
au soleil."
102,15,6,"Verhindert bei Sonnenschein
Statusprobleme."
102,15,7,"Evita los problemas de estado si
hace sol."
102,15,8,"Evita problemi di stato quando
c’è il sole."
102,15,9,"Prevents status conditions
in sunny weather."
102,15,11,"晴れのとき
状態異常に　ならない。"
102,16,1,"じょうたい　いじょうに
はれのとき　ならない。"
102,16,3,"맑을 때는
상태 이상이 되지 않는다."
102,16,5,"Empêche les problèmes de statut
au soleil."
102,16,6,"Verhindert bei Sonnenschein
Statusprobleme."
102,16,7,"Evita los problemas de estado si
hace sol."
102,16,8,"Evita problemi di stato quando
c’è il sole."
102,16,9,"Prevents status conditions
in sunny weather."
102,16,11,"晴れのとき
状態異常に　ならない。"
103,8,9,"The Pokémon can’t use
any held items."
103,9,9,"The Pokémon can’t use
any held items."
103,10,9,"The Pokémon can’t use
any held items."
103,11,5,"Le Pokémon ne peut
utiliser aucun objet tenu."
103,11,9,"The Pokémon can’t use
any held items."
103,14,9,"The Pokémon can’t use
any held items."
103,15,1,"もっている　どうぐを
つかうことが　できない。"
103,15,3,"지니고 있는 도구를
쓸 수 없다."
103,15,5,"Le Pokémon ne peut utiliser
aucun objet tenu."
103,15,6,"Das Pokémon kann keine
getragenen Items verwenden."
103,15,7,"El Pokémon no puede usar
objetos equipados."
103,15,8,"Il Pokémon non può usare
lo strumento che ha."
103,15,9,"The Pokémon can’t use
any held items."
103,15,11,"持っている　道具を
使うことが　できない。"
103,16,1,"もっている　どうぐを
つかうことが　できない。"
103,16,3,"지니고 있는 도구를
쓸 수 없다."
103,16,5,"Le Pokémon ne peut utiliser
aucun objet tenu."
103,16,6,"Das Pokémon kann keine
getragenen Items verwenden."
103,16,7,"El Pokémon no puede usar
objetos equipados."
103,16,8,"Il Pokémon non può usare
lo strumento che ha."
103,16,9,"The Pokémon can’t use
any held items."
103,16,11,"持っている　道具を
使うことが　できない。"
104,8,9,"Moves can be used
regardless of abilities."
104,9,9,"Moves can be used
regardless of abilities."
104,10,9,"Moves can be used
regardless of abilities."
104,11,5,"Les cap. spé. adverses ne
bloquent pas ses cap."
104,11,9,"Moves can be used
regardless of Abilities."
104,14,9,"Moves can be used
regardless of Abilities."
104,15,1,"とくせいに　かんけいなく
あいてに　わざを　だせる。"
104,15,3,"특성에 관계없이 상대에게
기술을 쓸 수 있다."
104,15,5,"Les talents adverses ne bloquent
pas ses capacités."
104,15,6,"Attacken können ungeachtet der
Fähigkeiten verwendet werden."
104,15,7,"Usa movimientos sin que importen
las habilidades del objetivo."
104,15,8,"Neutralizza le abilità che
bloccano le mosse."
104,15,9,"Moves can be used on the target
regardless of its Abilities."
104,15,11,"特性に　関係なく
相手に　技を　だせる。"
104,16,1,"とくせいに　かんけいなく
あいてに　わざを　だせる。"
104,16,3,"특성에 관계없이 상대에게
기술을 쓸 수 있다."
104,16,5,"Les talents adverses ne bloquent
pas ses capacités."
104,16,6,"Attacken können ungeachtet der
Fähigkeiten verwendet werden."
104,16,7,"Usa movimientos sin que importen
las habilidades del objetivo."
104,16,8,"Neutralizza le abilità che
bloccano le mosse."
104,16,9,"Moves can be used on the target
regardless of its Abilities."
104,16,11,"特性に　関係なく
相手に　技を　だせる。"
105,8,9,"Heightens the critical-hit
ratios of moves."
105,9,9,"Heightens the critical-hit
ratios of moves."
105,10,9,"Heightens the critical-
hit ratios of moves."
105,11,5,"Augmente la fréquence
des coups critiques."
105,11,9,"Heightens the critical-
hit ratios of moves."
105,14,9,"Heightens the critical-
hit ratios of moves."
105,15,1,"あいての　きゅうしょに
こうげきが　あたりやすい。"
105,15,3,"상대의 급소에
공격이 맞기 쉽다."
105,15,5,"Augmente la fréquence des
coups critiques."
105,15,6,"Erhöht die Wahrscheinlichkeit,
einen Volltreffer zu landen."
105,15,7,"Aumenta la probabilidad de dar
golpes críticos."
105,15,8,"Aumenta la probabilità di
infliggere brutti colpi."
105,15,9,"Boosts the critical-hit
ratios of moves."
105,15,11,"相手の　急所に
攻撃が　当たりやすい。"
105,16,1,"あいての　きゅうしょに
こうげきが　あたりやすい。"
105,16,3,"상대의 급소에
공격이 맞기 쉽다."
105,16,5,"Augmente la fréquence des
coups critiques."
105,16,6,"Erhöht die Wahrscheinlichkeit,
einen Volltreffer zu landen."
105,16,7,"Aumenta la probabilidad de dar
golpes críticos."
105,16,8,"Aumenta la probabilità di
infliggere brutti colpi."
105,16,9,"Boosts the critical-hit
ratios of moves."
105,16,11,"相手の　急所に
攻撃が　当たりやすい。"
106,8,9,"Damages the foe landing
the finishing hit."
106,9,9,"Damages the foe landing
the finishing hit."
106,10,9,"Damages the foe landing
the finishing hit."
106,11,5,"Blesse l’ennemi qui 
porte le coup de grâce."
106,11,9,"Damages the attacker
landing the finishing hit."
106,14,9,"Damages the attacker
landing the finishing hit."
106,15,1,"ひんしの　ときに　ふれた
あいてに　ダメージ。"
106,15,3,"기절할 때 스친
상대에게 데미지를 준다."
106,15,5,"Blesse l’attaquant qui porte
le coup de grâce."
106,15,6,"Fügt einem Angreifer, der das
Pokémon besiegt, Schaden zu."
106,15,7,"Daña al agresor que le ha dado el
golpe de gracia."
106,15,8,"Arreca danni al Pokémon che
sferra il colpo finale."
106,15,9,"Damages the attacker
landing the finishing hit."
106,15,11,"ひんしの　ときに　触れた
相手に　ダメージ。"
106,16,1,"ひんしの　ときに　ふれた
あいてに　ダメージ。"
106,16,3,"기절할 때 스친
상대에게 데미지를 준다."
106,16,5,"Blesse l’attaquant qui porte
le coup de grâce."
106,16,6,"Fügt einem Angreifer, der das
Pokémon besiegt, Schaden zu."
106,16,7,"Daña al agresor que le ha dado el
golpe de gracia."
106,16,8,"Arreca danni al Pokémon che
sferra il colpo finale."
106,16,9,"Damages the attacker
landing the finishing hit."
106,16,11,"ひんしの　ときに　触れた
相手に　ダメージ。"
107,8,9,"Senses the foe’s
dangerous moves."
107,9,9,"Senses the foe’s
dangerous moves."
107,10,9,"Senses the foe’s
dangerous moves."
107,11,5,"Prévoit les capacités
ennemies dangereuses."
107,11,9,"Senses a foe’s
dangerous moves."
107,14,9,"Senses a foe’s
dangerous moves."
107,15,1,"あいての　もつ　きけんな
わざを　さっちする。"
107,15,3,"상대가 지닌 위험한
기술을 감지한다."
107,15,5,"Prévoit les capacités ennemies
dangereuses."
107,15,6,"Ahnt gefährliche Attacken
des Gegners voraus."
107,15,7,"Prevé los movimientos peligrosos
del rival."
107,15,8,"Rivela se il nemico ha mosse
pericolose."
107,15,9,"Senses an opposing Pokémon’s
dangerous moves."
107,15,11,"相手の　持つ　危険な
技を　察知する。"
107,16,1,"あいての　もつ　きけんな
わざを　さっちする。"
107,16,3,"상대가 지닌 위험한
기술을 감지한다."
107,16,5,"Prévoit les capacités ennemies
dangereuses."
107,16,6,"Ahnt gefährliche Attacken
des Gegners voraus."
107,16,7,"Prevé los movimientos peligrosos
del rival."
107,16,8,"Rivela se il nemico ha mosse
pericolose."
107,16,9,"Senses an opposing Pokémon’s
dangerous moves."
107,16,11,"相手の　持つ　危険な
技を　察知する。"
108,8,9,"Determines what moves
the foe has."
108,9,9,"Determines what moves
the foe has."
108,10,9,"Determines what moves
the foe has."
108,11,5,"Découvre la capacité
ennemie la plus puissante."
108,11,9,"Determines what moves
a foe has."
108,14,9,"Determines what moves
a foe has."
108,15,1,"あいての　もつ　わざを
よみとることが　できる。"
108,15,3,"상대가 지닌 기술을
꿰뚫어볼 수 있다."
108,15,5,"Découvre la capacité ennemie la
plus puissante."
108,15,6,"Gibt Auskunft über das Attacken-
Repertoire des Gegners."
108,15,7,"Determina el movimiento más
potente del rival."
108,15,8,"Scopre la mossa più potente
del nemico."
108,15,9,"Determines what moves
an opposing Pokémon has."
108,15,11,"相手の　持つ　技を
読み取ることが　できる。"
108,16,1,"あいての　もつ　わざを
よ とることが　できる。"
108,16,3,"상대가 지닌 기술을
꿰뚫어볼 수 있다."
108,16,5,"Découvre la capacité ennemie la
plus puissante."
108,16,6,"Gibt Auskunft über das Attacken-
Repertoire des Gegners."
108,16,7,"Determina el movimiento más
potente del rival."
108,16,8,"Scopre la mossa più potente
del nemico."
108,16,9,"Determines what moves
an opposing Pokémon has."
108,16,11,"相手の　持つ　技を
読 取ることが　できる。"
109,8,9,"Ignores any change in
ability by the foe."
109,9,9,"Ignores any change in
ability by the foe."
109,10,9,"Ignores any change in
ability by the foe."
109,11,5,"Ignore les changements de
stats de l’ennemi."
109,11,9,"Ignores any stat changes
in the Pokémon."
109,14,9,"Ignores any stat changes
in the Pokémon."
109,15,1,"あいての　のうりょくの
へんかを　むしする。"
109,15,3,"상대의 능력
변화를 무시한다."
109,15,5,"Ignore les changements de stats
de l’ennemi."
109,15,6,"Ignoriert Statusveränderungen
des Zieles."
109,15,7,"No tiene en cuenta las mejoras
en las características del rival."
109,15,8,"Ignora le modifiche alle
statistiche del nemico."
109,15,9,"Ignores the opposing
Pokémon’s stat changes."
109,15,11,"相手の　能力の
変化を　無視する。"
109,16,1,"あいての　のうりょくの
へんかを　むしする。"
109,16,3,"상대의 능력
변화를 무시한다."
109,16,5,"Ignore les changements de stats
de l’ennemi."
109,16,6,"Ignoriert Statusveränderungen
des Zieles."
109,16,7,"No tiene en cuenta las mejoras
en las características del rival."
109,16,8,"Ignora le modifiche alle
statistiche del nemico."
109,16,9,"Ignores the opposing
Pokémon’s stat changes."
109,16,11,"相手の　能力の
変化を　無視する。"
110,8,9,"Powers up “not very
effective” moves."
110,9,9,"Powers up “not very
effective” moves."
110,10,9,"Powers up “not very
effective” moves."
110,11,5,"Améliore les capacités
“pas très efficaces”."
110,11,9,"Powers up “not very
effective” moves."
110,14,9,"Powers up “not very
effective” moves."
110,15,1,"こうかいまひとつ　のとき
わざを　つよめる。"
110,15,3,"효과가 별로인 기술이
강해진다."
110,15,5,"Améliore les capacités « pas très
efficaces »."
110,15,6,"Verstärkt nicht sehr effektive
Attacken."
110,15,7,"Potencia los movimientos que no
son muy eficaces."
110,15,8,"Potenzia le mosse non molto
efficaci."
110,15,9,"Powers up “not very
effective” moves."
110,15,11,"効果いまひとつ　のとき
技を　強める。"
110,16,1,"こうかいまひとつ　のとき
わざを　つよめる。"
110,16,3,"효과가 별로인 기술이
강해진다."
110,16,5,"Améliore les capacités «pas très
efficaces»."
110,16,6,"Verstärkt nicht sehr effektive
Attacken."
110,16,7,"Potencia los movimientos que no
son muy eficaces."
110,16,8,"Potenzia le mosse non molto
efficaci."
110,16,9,"Powers up “not very
effective” moves."
110,16,11,"効果いまひとつ　のとき
技を　強める。"
111,8,9,"Powers down super­
effective moves."
111,9,9,"Powers down super­
effective moves."
111,10,9,"Reduces damage from
supereffective attacks."
111,11,5,"Affaiblit les capacités
“super efficaces”."
111,11,9,"Reduces damage from
supereffective attacks."
111,14,9,"Reduces damage from
supereffective attacks."
111,15,1,"こうかばつぐん　のとき
いりょくを　よわめる。"
111,15,3,"효과가 굉장한 기술의
위력을 약하게 한다."
111,15,5,"Réduit les dégâts des capacités
« super efficaces » subies."
111,15,6,"Senkt die Stärke sehr effektiver
Attacken."
111,15,7,"Mitiga los movimientos
supereficaces."
111,15,8,"Riduce la potenza delle mosse
superefficaci."
111,15,9,"Reduces damage from
supereffective attacks."
111,15,11,"効果バツグン　のとき
威力を　弱める。"
111,16,1,"こうかばつぐん　のとき
いりょくを　よわめる。"
111,16,3,"효과가 굉장한 기술의
위력을 약하게 한다."
111,16,5,"Réduit les dégâts des capacités
«super efficaces» subies."
111,16,6,"Senkt die Stärke sehr effektiver
Attacken."
111,16,7,"Mitiga los movimientos
supereficaces."
111,16,8,"Riduce la potenza delle mosse
superefficaci."
111,16,9,"Reduces damage from
supereffective attacks."
111,16,11,"効果バツグン　のとき
威力を　弱める。"
112,8,9,"Temporarily halves Attack
and Speed."
112,9,9,"Temporarily halves Attack
and Speed."
112,10,9,"Temporarily halves
Attack and Speed."
112,11,5,"Divise temporairement
Vitesse et Attaque par 2."
112,11,9,"Temporarily halves
Attack and Speed."
112,14,9,"Temporarily halves
Attack and Speed."
112,15,1,"こうげきと　すばやさが
しばらく　はんぶんになる。"
112,15,3,"공격과 스피드가
잠시 동안 절반이 된다."
112,15,5,"Divise temporairement Vitesse
et Attaque par 2."
112,15,6,"Halbiert zeitweilig den Angriff
und die Initiative."
112,15,7,"Baja a la mitad el Ataque y la
Velocidad durante un rato."
112,15,8,"Dimezza per un po’ l’Attacco e
la Velocità."
112,15,9,"Temporarily halves the Pokémon’s
Attack and Speed stats."
112,15,11,"攻撃と　素早さが
しばらく　半分になる。"
112,16,1,"こうげきと　すばやさが
しばらく　はんぶんになる。"
112,16,3,"공격과 스피드가
잠시 동안 절반이 된다."
112,16,5,"Divise temporairement Vitesse
et Attaque par 2."
112,16,6,"Halbiert zeitweilig den Angriff
und die Initiative."
112,16,7,"Baja a la mitad el Ataque y la
Velocidad durante un rato."
112,16,8,"Dimezza per un po’ l’Attacco e
la Velocità."
112,16,9,"Temporarily halves the Pokémon’s
Attack and Speed stats."
112,16,11,"攻撃と　素早さが
しばらく　半分になる。"
113,8,9,"Enables moves to hit
Ghost-type foes."
113,9,9,"Enables moves to hit
Ghost-type foes."
113,10,9,"Enables moves to hit
Ghost-type foes."
113,11,5,"Les cap. Normal touchent
les Pokémon Spectre."
113,11,9,"Enables moves to hit
Ghost-type Pokémon."
113,14,9,"Enables moves to hit
Ghost-type Pokémon."
113,15,1,"ゴーストタイプに
ノーマルわざが　あたる。"
113,15,3,"고스트타입에
노말 기술이 맞는다."
113,15,5,"Les capacités Normal et Combat
touchent les Pokémon Spectre."
113,15,6,"Normal- und Kampf-Attacken
treffen Pokémon vom Typ Geist."
113,15,7,"Movimientos tipo Normal y Lucha
golpean a Pokémon Fantasma."
113,15,8,"I Pokémon di tipo Spettro sono
colpiti da mosse Normale e Lotta."
113,15,9,"Makes Normal- and Fighting-type
moves hit Ghost-type Pokémon."
113,15,11,"ゴーストタイプに
ノーマル技が　当たる。"
113,16,1,"ゴーストタイプに
ノーマルわざが　あたる。"
113,16,3,"고스트타입에
노말 기술이 맞는다."
113,16,5,"Les capacités Normal et Combat
touchent les Pokémon Spectre."
113,16,6,"Normal- und Kampf-Attacken
treffen Pokémon vom Typ Geist."
113,16,7,"Movimientos tipo Normal y Lucha
golpean a Pokémon Fantasma."
113,16,8,"I Pokémon di tipo Spettro sono
colpiti da mosse Normale e Lotta. "
113,16,9,"Makes Normal- and Fighting-type
moves hit Ghost-type Pokémon."
113,16,11,"ゴーストタイプに
ノーマル技が　当たる。"
114,8,9,"The Pokémon draws in all
Water-type moves."
114,9,9,"The Pokémon draws in all
Water-type moves."
114,10,9,"The Pokémon draws in all
Water-type moves."
114,11,5,"Attire l’eau et augmente
l’Atq. Spé."
114,11,9,"Draws in all Water-type
moves to up Sp. Attack."
114,14,9,"Draws in all Water-type
moves to up Sp. Attack."
114,15,1,"みずを　よびこんで
とくこうを　あげる。"
114,15,3,"물을 끌어모아
특수공격을 올린다."
114,15,5,"Attire et neutralise les attaques
Eau, et monte l’Attaque Spéciale."
114,15,6,"Absorbiert Wasser-Attacken
und steigert den Spezial-Angriff."
114,15,7,"Atrae y neutraliza los movimientos
de tipo Agua y sube el At. Esp."
114,15,8,"Neutralizza mosse di tipo Acqua
per aumentare l’Attacco Speciale."
114,15,9,"Draws in all Water-type moves
to boost its Sp. Atk stat."
114,15,11,"みずを　呼び込んで
特攻を　あげる。"
114,16,1," ずを　よびこんで
とくこうを　あげる。"
114,16,3,"물을 끌어모아
특수공격을 올린다."
114,16,5,"Attire et neutralise les attaques
Eau, et monte l’Attaque Spéciale."
114,16,6,"Absorbiert Wasser-Attacken
und steigert den Spezial-Angriff."
114,16,7,"Atrae y neutraliza los movimientos
de tipo Agua y sube el At. Esp."
114,16,8,"Neutralizza mosse di tipo Acqua
per aumentare l’Attacco Speciale. "
114,16,9,"Draws in all Water-type moves
to boost its Sp. Atk stat."
114,16,11," ずを　呼び込んで
特攻を　あげる。"
115,8,9,"The Pokémon regains HP in
a hailstorm."
115,9,9,"The Pokémon regains HP in
a hailstorm."
115,10,9,"The Pokémon regains HP in
a hailstorm."
115,11,5,"Régénère ses PV lors des
tempêtes de grêle."
115,11,9,"The Pokémon gradually
regains HP in a hailstorm."
115,14,9,"The Pokémon gradually
regains HP in a hailstorm."
115,15,1,"あられのとき　HPを
すこしずつ　かいふく。"
115,15,3,"싸라기눈일 때 HP를
조금씩 회복한다."
115,15,5,"Régénère ses PV lors des
tempêtes de grêle."
115,15,6,"Regeneriert bei Hagel
nach und nach KP."
115,15,7,"Recupera algunos PS cuando hay
tormentas de granizo."
115,15,8,"Il Pokémon recupera PS quando
grandina."
115,15,9,"The Pokémon gradually
regains HP in a hailstorm."
115,15,11,"あられのとき　ＨＰを
少しずつ　回復。"
115,16,1,"あられのとき　HPを
すこしずつ　かいふく。"
115,16,3,"싸라기눈일 때 HP를
조금씩 회복한다."
115,16,5,"Régénère ses PV lors des
tempêtes de grêle."
115,16,6,"Regeneriert bei Hagel
nach und nach KP."
115,16,7,"Recupera algunos PS cuando hay
tormentas de granizo."
115,16,8,"Il Pokémon recupera PS quando
grandina."
115,16,9,"The Pokémon gradually
regains HP in a hailstorm."
115,16,11,"あられのとき　ＨＰを
少しずつ　回復。"
116,8,9,"Powers down super­
effective moves."
116,9,9,"Powers down super­
effective moves."
116,10,9,"Reduces damage from
supereffective attacks"
116,11,5,"Affaiblit les capacités
“super efficaces”."
116,11,9,"Reduces damage from
supereffective attacks."
116,14,9,"Reduces damage from
supereffective attacks."
116,15,1,"こうかばつぐん　のとき
いりょくを　よわめる。"
116,15,3,"효과가 굉장한 기술의
위력을 약하게 한다."
116,15,5,"Réduit les dégâts des capacités
« super efficaces » subies."
116,15,6,"Senkt die Stärke sehr effektiver
Attacken."
116,15,7,"Mitiga los movimientos
supereficaces."
116,15,8,"Riduce la potenza delle mosse
superefficaci."
116,15,9,"Reduces damage from
supereffective attacks."
116,15,11,"効果バツグン　のとき
威力を　弱める。"
116,16,1,"こうかばつぐん　のとき
いりょくを　よわめる。"
116,16,3,"효과가 굉장한 기술의
위력을 약하게 한다."
116,16,5,"Réduit les dégâts des capacités
«super efficaces» subies."
116,16,6,"Senkt die Stärke sehr effektiver
Attacken."
116,16,7,"Mitiga los movimientos
supereficaces."
116,16,8,"Riduce la potenza delle mosse
superefficaci."
116,16,9,"Reduces damage from
supereffective attacks."
116,16,11,"効果バツグン　のとき
威力を　弱める。"
117,8,9,"The Pokémon summons a
hailstorm in battle."
117,9,9,"The Pokémon summons a
hailstorm in battle."
117,10,9,"The Pokémon summons a
hailstorm in battle."
117,11,5,"Déclenche une tempête de
grêle pendant le combat."
117,11,9,"The Pokémon summons a
hailstorm in battle."
117,14,9,"The Pokémon summons a
hailstorm in battle."
117,15,1,"せんとうに　でると
あられを　ふらす。"
117,15,3,"배틀에 나가면
싸라기눈을 내리게 한다."
117,15,5,"Déclenche une tempête de
grêle pendant le combat."
117,15,6,"Das Pokémon beschwört im
Kampf Hagelstürme herauf."
117,15,7,"El Pokémon invoca una tormenta
de granizo."
117,15,8,"Il Pokémon provoca una
grandinata durante la lotta."
117,15,9,"The Pokémon summons a
hailstorm when it enters a battle."
117,15,11,"戦闘に　でると
あられを　降らす。"
117,16,1,"せんとうに　でると
あられを　ふらす。"
117,16,3,"배틀에 나가면
싸라기눈을 내리게 한다."
117,16,5,"Déclenche une tempête de
grêle pendant le combat."
117,16,6,"Das Pokémon beschwört im
Kampf Hagelstürme herauf."
117,16,7,"El Pokémon invoca una tormenta
de granizo."
117,16,8,"Il Pokémon provoca una
grandinata durante la lotta."
117,16,9,"The Pokémon summons a
hailstorm when it enters a battle."
117,16,11,"戦闘に　でると
あられを　降らす。"
118,8,9,"The Pokémon may gather
Honey from somewhere."
118,9,9,"The Pokémon may gather
Honey from somewhere."
118,10,9,"The Pokémon may gather
Honey from somewhere."
118,11,5,"Le Pokémon peut parfois
trouver du Miel."
