ability_id,local_language_id,short_effect,effect
65,6,Erhöht den Schaden von []{type:grass} Attacken um 50% wenn nur noch 1/3 der maximalen []{mechanic:hp} oder weniger übrig sind.,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen []{mechanic:hp} oder weniger hat, werden all seine []{type:grass} Attacken verstärkt, so dass sie 1,5× so viel []{mechanic:regular-damage} anrichten wie sonst."
65,9,Strengthens []{type:grass} moves to inflict 1.5× damage at 1/3 max [HP]{mechanic:hp} or less.,"When this Pokémon has 1/3 or less of its [HP]{mechanic:hp} remaining, its []{type:grass}-type moves inflict 1.5× as much [regular damage]{mechanic:regular-damage}."
66,6,Erhöht den Schaden von []{type:fire} Attacken um 50% wenn nur noch 1/3 der maximalen []{mechanic:hp} oder weniger übrig sind.,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen []{mechanic:hp} oder weniger hat, werden all seine []{type:fire} Attacken verstärkt, so dass sie 1,5× so viel []{mechanic:regular-damage} anrichten wie sonst."
66,9,Strengthens []{type:fire} moves to inflict 1.5× damage at 1/3 max [HP]{mechanic:hp} or less.,"When this Pokémon has 1/3 or less of its [HP]{mechanic:hp} remaining, its []{type:fire}-type moves inflict 1.5× as much [regular damage]{mechanic:regular-damage}."
67,6,Erhöht den Schaden von []{type:water} Attacken um 50% wenn nur noch 1/3 der maximalen []{mechanic:hp} oder weniger übrig sind.,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen []{mechanic:hp} oder weniger hat, werden all seine []{type:water} Attacken verstärkt, so dass sie 1,5× so viel []{mechanic:regular-damage} anrichten wie sonst."
67,9,Strengthens []{type:water} moves to inflict 1.5× damage at 1/3 max [HP]{mechanic:hp} or less.,"When this Pokémon has 1/3 or less of its [HP]{mechanic:hp} remaining, its []{type:water}-type moves inflict 1.5× as much [regular damage]{mechanic:regular-damage}."
68,6,Erhöht den Schaden von []{type:bug} Attacken um 50% wenn nur noch 1/3 der maximalen []{mechanic:hp} oder weniger übrig sind.,"Wenn ein Pokémon mit dieser Fähigkeit nur noch 1/3 seiner maximalen []{mechanic:hp} oder weniger hat, werden all seine []{type:bug} Attacken verstärkt, so dass sie 1,5× so viel []{mechanic:regular-damage} anrichten wie sonst.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal."
68,9,Strengthens []{type:bug} moves to inflict 1.5× damage at 1/3 max [HP]{mechanic:hp} or less.,"When this Pokémon has 1/3 or less of its [HP]{mechanic:hp} remaining, its []{type:bug}-type moves inflict 1.5× as much [regular damage]{mechanic:regular-damage}.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is increased."
69,6,Schützt vor Rückstoßschaden.,"Pokémon mit dieser Fähigkeit erhalten keinen Schaden vom Rückstoß diverser Attacken.

Der Rückstoß von []{move:struggle} wird nicht verhindert. Die Fähigkeit verhindert nicht den Schaden der vom Fehlschlag von []{move:jump-kick} oder []{move:high-jump-kick} verursacht wird."
69,9,Protects against recoil damage.,"This Pokémon does not receive recoil damage from its recoil moves.

[]{move:struggle}'s recoil is unaffected.  This ability does not prevent crash damage from missing with []{move:jump-kick} or []{move:high-jump-kick}."
70,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in [starkes Sonnenlicht]{mechanic:strong-sunlight}.,"Das []{mechanic:weather} ändert sich zu [starkem Sonnenlicht]{mechanic:strong-sunlight} wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt. Dieser Effekt ist dauerhaft bis das []{mechanic:weather} geändert wird.

Wenn mehrere Pokémon mit dieser Fähigkeit, []{ability:drizzle}, []{ability:sand-stream} oder []{ability:snow-warning} zur selben Zeit den Kampf betreten, werden die Fähigkeiten nach Reihenfolge der []{mechanic:speed} der Pokémon ausgelöst, unter Berücksichtigung von []{move:trick-room}."
70,9,Summons [strong sunlight]{mechanic:strong-sunlight} that lasts indefinitely upon entering battle.,"The [weather]{mechanic:weather} changes to [strong sunlight]{mechanic:strong-sunlight} when this Pokémon enters battle and does not end unless cancelled by another weather condition.

If multiple Pokémon with this ability, []{ability:drizzle}, []{ability:sand-stream}, or []{ability:snow-warning} are sent out at the same time, the abilities will activate in order of [Speed]{mechanic:speed}, respecting []{move:trick-room}.  Each ability's weather will cancel the previous weather, and only the weather summoned by the slowest of the Pokémon will stay."
71,6,"Verhindert, dass der Gegner flieht oder ausgetauscht wird wenn er nicht vom Typ []{type:flying} ist oder schwebt.","Wenn ein Pokémon mit dieser Fähigkeit im Kampf ist, kann der Gegner nicht fliehen oder ausgetauscht werden. []{type:flying} Pokémon und schwebende, z.B. durch []{ability:levitate} oder []{move:magnet-rise} sind nicht betroffen.

Pokémon mit []{ability:run-away} können trotzdem fliehen. Pokémon können mit bestimmten Items oder Attacken ausgetauscht werden.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal."
71,9,Prevents opponents from fleeing or switching out.  Eluded by []{type:flying}-types and Pokémon in the air.,"While this Pokémon is in battle, opposing Pokémon cannot flee or switch out.  []{type:flying}-type Pokémon and Pokémon in the air, e.g. due to []{ability:levitate} or []{move:magnet-rise}, are unaffected.

Pokémon with []{ability:run-away} can still flee.  Pokémon can still switch out with the use of a move or item.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled."
72,6,Verhindert []{mechanic:sleep}.,"Ein Pokémon mit dieser Fähigkeit kann nicht [einschlafen]{mechanic:sleep}.

[]{move:rest} schlägt fehl. Wenn ein Pokémon [schläft]{mechanic:sleep} und diese Fähigkeit erhält, wacht es sofort auf. Das bezieht das Wiedererlangen dieser Fähigkeit nach dem Kampf mit ein.

Diese Fähigkeit ist identisch mit []{ability:insomnia}.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen Pokémon mit einem höheren Level häufiger auf."
72,9,Prevents [sleep]{mechanic:sleep}.,"This Pokémon cannot be [asleep]{mechanic:sleep}.

This causes []{move:rest} to fail altogether.  If a Pokémon is asleep and acquires this ability, it will immediately wake up; this includes when regaining a lost ability upon leaving battle.

This ability functions identically to []{ability:insomnia} in battle.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased."
73,6,Verhindert negative []{mechanic:stat-modifier} von anderen Pokémon.,"Einem Pokémon mit dieser Fähigkeit können keine negativen [Statuswerte Änderungen]{mechanic:stat-modifier} von anderen Pokémon zugefügt werden.

Diese Fähigkeit verhindert keine []{mechanic:stat-modifiers} die nicht direkt verursacht wurden, wie die verminderte []{mechanic:speed} durch []{mechanic:paralysis} oder selbstverursachte negative Statuswerteänderungen wie durch []{move:overheat}. Dem Pokémon können trotzdem negative Statuswerte mit []{move:guard-swap}, []{move:heart-swap} oder []{move:power-swap} übertragen werden.

Diese Fähigkeit ist identisch mit []{ability:clear-body} im Kampf.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen wilde Pokémon nur halb so oft auf."
73,9,Prevents stats from being [lowered]{mechanic:stat-modifier} by other Pokémon.,"This Pokémon cannot have its stats [lowered]{mechanic:stat-modifier} by other Pokémon.

This ability does not prevent any stat losses other than [stat modifiers]{mechanic:stat-modifiers}, such as the [Speed]{mechanic:speed} cut from [paralysis]{mechanic:paralysis}; nor self-inflicted stat drops, such as the [Special Attack]{mechanic:special-attack} drop from []{move:overheat}; nor opponent-triggered stat boosts, such as the [Attack]{mechanic:attack} boost from []{move:swagger}.  This Pokémon can still be passed negative stat modifiers through []{move:guard-swap}, []{move:heart-swap}, or []{move:power-swap}.

This ability functions identically to []{ability:clear-body} in battle.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved."
74,6,Verdoppelt den []{mechanic:attack} im Kampf.,"Solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet ist sein []{mechanic:attack} doppelt so hoch wie sonst.

Dieser Bonus zählt nicht als []{mechanic:stat-modifier}.

Diese Fähigkeit ist identisch mit []{ability:huge-power}."
74,9,Doubles [Attack]{mechanic:attack} in battle.,"This Pokémon's [Attack]{mechanic:attack} is doubled in battle.

This bonus does not count as a [stat modifier]{mechanic:stat-modifier}.

This ability functions identically to []{ability:huge-power}."
75,6,Schützt vor [kritischen Treffern]{mechanic:critical-hit}.,"Attacken können keinen [kritischen Treffer]{mechanic:critical-hit} landen.

Diese Fähigkeit ist identisch mit []{ability:battle-armor}."
75,9,Protects against [critical hits]{mechanic:critical-hit}.,"Moves cannot score [critical hits]{mechanic:critical-hit} against this Pokémon.

This ability functions identically to []{ability:battle-armor}."
76,6,Entfernt alle [Wettereffekte]{mechanic:weather} aber ändert nicht das []{mechanic:weather} selbst.,"Während ein Pokémon mit dieser Fähigkeit im Kampf ist, kann das []{mechanic:weather} zwar geändert werden, hat aber keinen Effekt.

Diese Fähigkeit ist identisch mit []{ability:cloud-nine}."
76,9,"Negates all effects of [weather]{mechanic:weather}, but does not prevent the weather itself.","While this Pokémon is in battle, [weather]{mechanic:weather} can still be in play, but will not have any of its effects.

This ability functions identically to []{ability:cloud-nine}."
77,6,Verdoppelt den []{mechanic:evasion} bei []{mechanic:confusion}.,"Wenn ein Pokémon mit diese Fähigkeit [verwirrt]{mechanic:confusion} ist, ist sein []{mechanic:evasion} doppelt so hoch wie sonst."
77,9,Doubles [evasion]{mechanic:evasion} when [confused]{mechanic:confusion}.,"When this Pokémon is [confused]{mechanic:confusion}, it has twice its [evasion]{mechanic:evasion}."
78,6,Absorbiert []{type:electric} Attacken und erhöht dabei die []{mechanic:speed} um 1 [Stufe]{mechanic:stat-modifier}.,"Wenn ein Pokémon mit dieser Fähigkeit von einer []{type:electric} Attacke getroffen wird, erhöht sich seine []{mechanic:speed} um 1 [Stufe]{mechanic:stat-modifier}, wobei andere Effekte der Attacke ignoriert werden.

Die Fähigkeit wirkt nicht, wenn das Pokémon immun gegen []{type:electric} Attacken ist. []{type:electric} Attacken ignorieren den []{move:substitute} des Pokémons.

Der Effekt wird auch bei Attacken ausgelöst die keinen Schaden verursachen, wie z.B. []{move:thunder-wave}."
78,9,"Absorbs []{type:electric} moves, raising [Speed]{mechanic:speed} one [stage]{mechanic:stat-modifier}.","Whenever an []{type:electric}-type move hits this Pokémon, its [Speed]{mechanic:speed} rises one [stage]{mechanic:stat-modifier}, negating any other effect on it.

This ability will not take effect if this Pokémon is immune to Electric moves.  Electric moves will ignore this Pokémon's []{move:substitute}.

This effect includes non-damaging moves, i.e. []{move:thunder-wave}."
79,6,Erhöht den verursachten Schaden gegen Pokémon vom gleichen Geschlecht um 25% aber senkt ihn auf 0.75% gegen das andere Geschlecht.,"Ein Pokémon mit dieser Fähigkeit verurascht gegen Gegner vom gleichen Geschlecht 25% mehr [Schaden]{mechanic:regular-damage} und gegen Pokémon vom anderen Geschlecht 25% weniger Schaden.

Wenn eins der Pokémon geschlechtslos ist, wird der Schaden nicht beeinflusst."
79,9,"Increases damage inflicted to 1.25× against Pokémon of the same gender, but decreases damage to 0.75× against the opposite gender.","This Pokémon inflicts 1.25× as much [regular damage]{mechanic:regular-damage} against Pokémon of the same gender and 0.75× as much regular damage against Pokémon of the opposite gender.

If either Pokémon is genderless, damage is unaffected."
80,6,Erhöht die []{mechanic:speed} um 1 [Stufe]{mechanic:stat-modifier} wenn das Pokémon [zurückschreckt]{mechanic:flinching}.,"Wenn ein Pokémon mit dieser Fähigkeit [zurückschreckt]{mechanic:flinching}, wird seine []{mechanic:speed} um 1 [Stufe]{mechanic:stat-modifier} erhöht."
80,9,Raises [Speed]{mechanic:speed} one [stage]{mechanic:stat-modifier} upon [flinching]{mechanic:flinching}.,"Whenever this Pokémon [flinches]{mechanic:flinching}, its [Speed]{mechanic:speed} rises one [stage]{mechanic:stat-modifier}."
81,6,Erhöht den []{mechanic:evasion} um 25% während es [hagelt]{mechanic:hail}. Kein Schaden durch []{mechanic:hail}.,"Während es [hagelt]{mechanic:hail} hat ein Pokémon mit dieser Fähigkeit einen um 25% erhöhten []{mechanic:evasion} und es nimmt keinen Schaden durch []{mechanic:hail}.

Der Bonus zählt nicht als [Statuswerte Änderung]{mechanic:stat-modifier}.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen nur halb so viele wilde Pokémon auf wenn es schneit."
81,9,Increases evasion to 1.25× during [hail]{mechanic:hail}.  Protects against hail damage.,"During [hail]{mechanic:hail}, this Pokémon has 1.25× its [evasion]{mechanic:evasion}, and it does not take hail damage regardless of type.

The evasion bonus does not count as a [stat modifier]{mechanic:stat-modifier}.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in snow."
82,6,"Lässt das Pokémon eine getragene Beere essen, wenn es weniger als die Hälfte seiner maximalen []{mechanic:hp} hat.","Pokémon mit dieser Fähigkeit essen eine getragene Beere, wenn sie weniger als die Hälfte ihrer maximalen []{mechanic:hp} haben, unabhängig von der Auslöseschwelle der Beere."
82,9,Makes the Pokémon eat any held Berry triggered by low [HP]{mechanic:hp} below 1/2 its max HP.,"This Pokémon eats any held Berry triggered by low [HP]{mechanic:hp} when it falls below 50% of its HP, regardless of the Berry's usual threshold."
83,6,Erhöht den []{mechanic:attack} auf die höchste [Stufe]{mechanic:stat-modifier} (6) wenn es einen [kritischen Treffer]{mechanic:critical-hit} erleidet.,"Wenn ein Pokémon mit dieser Fähigkeit von einem [kritischen Treffer]{mechanic:critical-hit} getroffen wird, erhöht sich sein []{mechanic:attack} auf die höchste [Stufe]{mechanic:stat-modifier} von 6.

Die Fähigkeit löst auch aus, wenn der [kritische Treffer]{mechanic:critical-hit} vom []{move:substitute} abgefangen wird."
83,9,Raises [Attack]{mechanic:attack} to the maximum of six [stages]{mechanic:stat-modifier} upon receiving a [critical hit]{mechanic:critical-hit}.,"Whenever this Pokémon receives a [critical hit]{mechanic:critical-hit}, its [Attack]{mechanic:attack} rises to the maximum of 6 [stages]{mechanic:stat-modifier}.

This ability will still take effect if the critical hit is received by a []{move:substitute}."
84,6,Verdoppelt die []{mechanic:speed} wenn das Pokémon ein getragenes Item benutzt oder verliert.,"Wenn ein Pokémon mit dieser Fähigkeit ein getragenes Item benutzt oder verliert, wird seine []{mechanic:speed} verdoppelt. Wenn es ein neues Item erhält oder den Kampf verlässt, erlischt der Bonus.

Das passiert auch, wenn das Item durch []{move:knock-off} fallengelassen wird. Der Bonus zählt nicht als [Statuswert-Änderung]{mechanic:stat-modifier}. Es gibt keine Benachrichtigung wenn der Effekt eintritt."
84,9,Doubles [Speed]{mechanic:speed} upon using or losing a held item.,"When this Pokémon uses or loses its held item, its [Speed]{mechanic:speed} is doubled.  If it gains another item or leaves battle, this bonus is lost.

This includes when the Pokémon drops its item because of []{move:knock-off}.  This bonus does not count as a [stat modifier]{mechanic:stat-modifier}.  There is no notification when this ability takes effect."
85,6,Halbiert den Schaden von []{type:fire} Attacken und []{mechanic:burn}.,Pokémon mit dieser Fähigkeit erhalten nur halben Schaden von []{type:fire} Attacken und [Verbrennungen]{mechanic:burn}.
85,9,Halves damage from []{type:fire} moves and [burns]{mechanic:burn}.,This Pokémon takes half as much damage from []{type:fire}-type moves and [burns]{mechanic:burn}.
86,6,Verdoppelt die [Statuswerte-Änderungen]{mechanic:stat-modifier}. Die Änderungen gehen nicht über -6 oder 6 Stufen hinaus.,"Jede Stufe einer [Statuswerte-Änderung]{mechanic:stat-modifier} agiert als 2 Stufen. Diese Doppelstufen sind trotzdem limitiert auf ein Minimum von -6 und ein Maximum von 6.

Pokémon mit dieser Fähigkeit können trotzdem weniger als -3 oder mehr als 3 Stufen erhalten, aber die zusätzlichen Stufen haben nach der Verdoppelung keinen Effekt."
86,9,Doubles the Pokémon's [stat modifiers]{mechanic:stat-modifiers}.  These doubled modifiers are still capped at -6 or 6 stages.,"Each stage of this Pokémon's [stat modifiers]{mechanic:stat-modifiers} acts as two stages.  These doubled stages are still limited to a minimum of -6 and a maximum of 6.

This Pokémon can still accumulate less than -3 or more than 3 stages of stat modifiers, even though the extra ones have no effect after doubling."
87,6,"Erleidet 1/8 der max []{mechanic:hp} Schaden während [starkem Sonnenlicht]{mechanic:strong-sunlight}, aber heilt 1/8 der max []{mechanic:hp} während []{mechanic:rain}. Erhöht den erhaltenen Schaden durch []{type:fire} Attacken um 25%, aber absorbiert []{type:water} Attacken, und heilt dabei 1/4 der max []{mechanic:hp}.","Pokémon mit dieser Fähigkeit nehmen 1/8 ihrer maximalen []{mechanic:hp} Schaden nach jeder Runde mit [starkem Sonnenlicht]{mechanic:strong-sunlight}, aber sie heilen 1/8 ihrer maximalen []{mechanic:hp} nach jeder Runde in der es [regnet]{mechanic:rain}. Sie nehmen außerdem 1,25× so viel Schaden von []{type:fire} Attacken, absorbieren aber dafür []{type:water} Attacken und heilen dabei 1/4 ihrer maximalen []{mechanic:hp}."
87,9,"Causes 1/8 max [HP]{mechanic:hp} in damage each turn during [strong sunlight]{mechanic:strong-sunlight}, but heals for 1/8 max HP during [rain]{mechanic:rain}.  Increases damage from []{type:fire} moves to 1.25×, but absorbs []{type:water} moves, healing for 1/4 max HP.","This Pokémon takes 1/8 of its maximum HP in damage after each turn during [strong sunlight]{mechanic:strong-sunlight}, but it heals for 1/8 of its HP each turn during [rain]{mechanic:rain}.  This Pokémon takes 1.25× as much damage from []{type:fire}-type moves, but whenever a []{type:water} move hits it, it heals for 1/4 its maximum HP instead."
88,6,Erhöht den Angriffswert entsprechend des schwächeren Verteidigungswerts um 1 [Stufe]{mechanic:stat-modifier} beim Betreten des Kampfs.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, wird sein []{mechanic:attack} oder []{mechanic:special-attack} um 1 [Stufe]{mechanic:stat-modifier} erhöht, je nachdem, welcher Verteidigungswert des Gegners niedriger ist. Bei Gleichstand wird der []{mechanic:special-attack} erhöht.

Die Fähigkeit löst auch aus, wenn sie während des Kampfes erlangt wird."
88,9,Raises the attack stat corresponding to the opponents' weaker defense one [stage]{mechanic:stat-modifier} upon entering battle.,"When this Pokémon enters battle, its [Attack]{mechanic:attack} or [Special Attack]{mechanic:special-attack}, whichever corresponds to its opponents' weaker total defensive stat, rises one [stage]{mechanic:stat-modifier}.  In the event of a tie, Special Attack is raised.

This ability also takes effect when acquired during a battle."
89,6,Verstärkt schlagbasierte Attacken um 20%.,"Die schlagbasierten Attacken von Pokémon mit dieser Fähigkeit, haben 1,2× so viel Stärke.

[]{move:sucker-punch} ist nicht schlagbasiert, der Japanische Name bedeutet ""Überaschungsangriff""."
89,9,Strengthens punch-based moves to 1.2× their power.,"Moves flagged as being punch-based have 1.2× their base power for this Pokémon.

[]{move:sucker-punch} is not flagged as punch-based; its original, Japanese name only means ""surprise attack""."
90,6,Heilt jede Runde 1/8 der max []{mechanic:hp} wenn [vergiftet]{mechanic:poison}.,"Wenn ein Pokémon mit dieser Fähigkeit [vergiftet]{mechanic:poison} ist, erhält es anstatt Schaden zu erleiden 1/8 seiner maximalen []{mechanic:hp} nach jeder Runde. Das gilt auch für schwere []{mechanic:poison}."
90,9,Heals for 1/8 max [HP]{mechanic:hp} after each turn when [poisoned]{mechanic:poison} in place of damage.,"If this Pokémon is [poisoned]{mechanic:poison}, it will heal for 1/8 of its maximum [HP]{mechanic:hp} after each turn rather than taking damage.  This includes bad poison."
91,6,"Erhöht den [STAB]{mechanic:same-type-attack-bonus} von 1,5× auf 2×.","Pokémon mit dieser Fähigkeit verursachen 2× so viel Schaden, wenn die Attacke dem Typ des Pokémon gleicht, anstatt dem üblichen [STAB]{mechanic:same-type-attack-bonus} von 1,5×."
91,9,Increases the [same-type attack bonus]{mechanic:same-type-attack-bonus} from 1.5× to 2×.,"This Pokémon inflicts twice as much damage with moves whose types match its own, rather than the usual [same-type attack bonus]{mechanic:same-type-attack-bonus} of 1.5×."
92,6,Erweitert mehrfach treffende Attacken wie []{move:triple-kick} zu ihrer vollen Länge.,Mehrfach treffende Attacken wie []{move:icicle-spear} von Pokémon mit dieser Fähigkeit treffen immer mit der höchsten Anzahl (meistens 5x mal). Außerdem wird die Genauigkeit von []{move:triple-kick} zweiten und dritten Treffer nicht überprüft.
92,9,Extends two-to-five-hit moves and []{move:triple-kick} to their full length every time.,"This Pokémon always hits five times with two-to-five-hit moves, such as []{move:icicle-spear}.  It also bypasses the accuracy checks on []{move:triple-kick}'s second and third hits."
93,6,Heilt jede Runde eine []{mechanic:major-status-ailment} wenn es [regnet]{mechanic:rain}.,Pokémon mit dieser Fähigkeit werden am Ende jeder Runde von []{mechanic:major-status-ailment} geheilt wenn es [regnet]{mechanic:rain}.
93,9,Cures any [major status ailment]{mechanic:major-status-ailment} after each turn during [rain]{mechanic:rain}.,This Pokémon is cured of any [major status ailment]{mechanic:major-status-ailment} after each turn during [rain]{mechanic:rain}.
94,6,Erhöht den []{mechanic:special-attack} um 50% aber zieht jede Runde 1/8 der max []{mechanic:hp} ab während [starkem Sonnenlicht]{mechanic:strong-sunlight}.,"Während [starkem Sonnenlicht]{mechanic:strong-sunlight}, wird der []{mechanic:special-attack} von Pokémon mit dieser Fähigkeit um 50% erhöht, dafür erleidet es 1/8 seiner maximalen []{mechanic:hp} Schaden am Ende der Runde."
94,9,Increases [Special Attack]{mechanic:special-attack} to 1.5× but costs 1/8 max [HP]{mechanic:hp} after each turn during [strong sunlight]{mechanic:strong-sunlight}.,"During [strong sunlight]{mechanic:strong-sunlight}, this Pokémon has 1.5× its [Special Attack]{mechanic:special-attack} but takes 1/8 of its maximum [HP]{mechanic:hp} in damage after each turn."
95,6,Erhöht die []{mechanic:speed} um 50% wenn das Pokémon an einer []{mechanic:major-status-ailment} leidet.,"Wenn ein Pokémon mit dieser Fähigkeit unter einer []{mechanic:major-status-ailment} leidet, hat es 1,5× so viel []{mechanic:speed} wie sonst. Die []{mechanic:speed} des Pokémon wird nicht halbiert, wenn es [paralysiert]{mechanic:paralysis} ist.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, tauchen wilde Pokémon nur halb so oft auf."
95,9,Increases [Speed]{mechanic:speed} to 1.5× with a [major status ailment]{mechanic:major-status-ailment}.,"Whenever this Pokémon has a [major status ailment]{mechanic:major-status-ailment}, it has 1.5× its [Speed]{mechanic:speed}.  This Pokémon is not affected by the usual Speed cut from [paralysis]{mechanic:paralysis}.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved."
96,6,Attacken des Pokémon werden alle zu []{type:normal} Attacken.,"Attacken von Pokémon mit dieser Fähigkeit agieren alle als []{type:normal} Attacken.

Attacken die [typenlosen Schaden]{mechanic:typeless-damage} verursachen werden nicht beeinflusst. Attacken mit variablen Typ, so wie []{move:hidden-power}, werden beeinflusst. Sie funktionieren sonst wie üblich, aber z.B. []{move:weather-ball} wird immer vom Typ []{type:normal} sein, aber es sieht trotzdem anders aus und hat doppelte Stärke bei [Wettereffekten]{mechanic:weather}.

So wie []{move:thunder-wave} durch Immunitäten verhindert wird, anders als die meisten Attacken ohne Schaden, werden []{type:ghost} Pokémon nicht beeinflusst vom Effekt dieser Fähigkeit."
96,9,Makes the Pokémon's moves all act []{type:normal}-type.,"This Pokémon's moves all act as if they were []{type:normal}-type.

Moves that inflict [typeless damage]{mechanic:typeless-damage} do so as usual.  Moves of variable type, such as []{move:hidden-power}, are affected.  They otherwise work as usual, however; []{move:weather-ball}, for example, is always forced to be Normal, but it still has doubled power and looks different during [weather]{mechanic:weather}.

As []{move:thunder-wave} is prevented by immunities, unlike most non-damaging moves, it does not affect []{type:ghost}-type Pokémon under the effect of this ability."
97,6,"Verstärkt [kritische Treffer]{mechanic:critical-hit}, so dass sie 3× so viel Schaden verursachen anstatt 2×.",Pokémon mit dieser Fähigkeit verursachen bei [kritischen Treffern]{mechanic:critical-hit} 3× so viel Schaden anstatt 2× wie sonst.
97,9,Strengthens [critical hits]{mechanic:critical-hit} to inflict 3× damage rather than 2×.,"This Pokémon inflicts triple damage with [critical hits]{mechanic:critical-hit}, rather than the usual double damage."
98,6,Schützt vor jeglichem Schaden der nicht direkt von Attacken verursacht wird.,"Pokémon mit dieser Fähigkeit sind immun gegen alle Schäden die nicht direkt von Attacken verursacht werden.

Zum Beispiel nimmt ein Pokémon mit dieser Fähigkeit keinen Schaden durch [Wettereffekte]{mechanic:weather}, Rückstoß, []{mechanic:status-ailments} oder []{move:spikes}, aber es leidet trotzdem unter dem [Angriffsverlust]{mechanic:attack} durch []{mechanic:burn}. Ein []{item:life-orb} verstärkt die Attacken des Pokémons ohne ihm zu schaden. Alles was direkt von solchem Schaden abhängt hat ebenfalls keinen Effekt. []{move:leech-seed} z.B. wird weder das Pokémon mit dieser Fähigkeit verletzen, noch wird der Gegner geheilt und Gegner die eine []{item:jaboca-berry} oder eine []{item:rowap-berry} tragen werden diese nicht verbrauchen wenn sie von diesem Pokémon getroffen werden.

Die folgenden Attacken sind nicht betroffen: []{move:struggle}, []{move:pain-split} (egal ob von dem oder gegen das Pokémon benutzt), []{move:belly-drum}, []{move:substitute}, []{move:curse}, Attacken die den Anwender ausknocken sowie Schaden durch []{mechanic:confusion}.

Pokémon mit dieser Fähigkeit werden durhc weder []{mechanic:hp} verlieren noch dazugewinnen wenn sie []{mechanic:hp} von einem Pokémon mit []{ability:liquid-ooze} absaugen.

Wenn das Pokémon schwer [vergiftet]{mechanic:poison} wurde, wird der Vergiftungstimer trotzdem jede Runde erhöht. Verliert das Pokémon die Fähigkeit wird es so viel Schaden verlieren wie es ohne die Fähigkeit verlieren würde."
98,9,Protects against damage not directly caused by a move.,"This Pokémon is immune to damage not directly caused by a move.

For example, this Pokémon takes no damage from from [weather]{mechanic:weather}, recoil, [status ailments]{mechanic:status-ailments}, or []{move:spikes}, but it still suffers from the [Attack]{mechanic:attack} cut when [burned]{mechanic:burn}, and a []{item:life-orb} will still power up this Pokémon's moves without damaging it.  Anything that directly depends on such damage will also not happen; for example, []{move:leech-seed} will neither hurt this Pokémon nor heal the opponent, and Pokémon with a []{item:jaboca-berry} or []{item:rowap-berry} will not consume the berry when hit by this Pokémon.

The following are unaffected: []{move:struggle}, []{move:pain-split} (whether used by or against this Pokémon), []{move:belly-drum}, []{move:substitute}, []{move:curse}, moves that knock the user out, and damage from [confusion]{mechanic:confusion}.

This Pokémon will neither lose nor regain [HP]{mechanic:hp} if it drains HP from a Pokémon with []{ability:liquid-ooze}.

If this Pokémon is [badly poisoned]{mechanic:poison}, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn."
99,6,Stellt sicher das Attacken die von dem oder gegen das Pokémon eingesetzt werden treffen.,"Attacken die gegen ein oder von einem Pokémon mit dieser Fähigkeit eingesetzt werden treffen immer.

K.O.-Attacken sind davon nicht betroffen. Attacken die von der Fähigkeit beeinflusst werden können auch in Vorbereitungsrunden von []{move:dig} oder []{move:fly} treffen.

Außerhalb vom Kampf: Wenn ein Pokémon mit dieser Fähigkeit an erster Stelle im Team steht, ist die Wahrscheinlichkeit einem wilden Pokémon zu begegnen doppelt so hoch wie normal."
99,9,Ensures all moves used by and against the Pokémon hit.,"Moves used by or against this Pokémon never miss.

One-hit KO moves are unaffected.  Moves affected by this ability can hit Pokémon during the preparation turn of moves like []{move:dig} or []{move:fly}.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled."
