item_id,local_language_id,short_effect,effect
370,9,Teaches Payback to a compatible Pokémon.,Teaches Payback to a compatible Pokémon.
371,5,Apprend Vengeance à un Pokémon compatible. (Gén IV: Recyclage),Apprend Recyclage à un Pokémon compatible.
371,9,Teaches Retaliate to a compatible Pokémon. (Gen IV: Recycle),Teaches Recycle to a compatible Pokémon.
372,5,Apprend Giga Impact à un Pokémon compatible.,Apprend Giga Impact à un Pokémon compatible.
372,9,Teaches Giga Impact to a compatible Pokémon.,Teaches Giga Impact to a compatible Pokémon.
373,5,Apprend Poliroche à un Pokémon compatible.,Apprend Poliroche à un Pokémon compatible.
373,9,Teaches Rock Polish to a compatible Pokémon.,Teaches Rock Polish to a compatible Pokémon.
374,5,Apprend Flash à un Pokémon compatible.,Apprend Flash à un Pokémon compatible.
374,9,Teaches Flash to a compatible Pokémon.,Teaches Flash to a compatible Pokémon.
375,5,Apprend Lame de Roc à un Pokémon compatible.,Apprend Lame de Roc à un Pokémon compatible.
375,9,Teaches Stone Edge to a compatible Pokémon.,Teaches Stone Edge to a compatible Pokémon.
376,5,Apprend Change Éclair à un Pokémon compatible. (Gén IV: Avalanche),Apprend Avalanche à un Pokémon compatible.
376,9,Teaches Volt Switch to a compatible Pokémon. (Gen IV: Avalanche),Teaches Avalanche to a compatible Pokémon.
377,5,Apprend Cage Éclair à un Pokémon compatible.,Apprend Cage Éclair à un Pokémon compatible.
377,9,Teaches Thunder Wave to a compatible Pokémon.,Teaches Thunder Wave to a compatible Pokémon.
378,5,Apprend Gyroballe à un Pokémon compatible.,Apprend Gyroballe à un Pokémon compatible.
378,9,Teaches Gyro Ball to a compatible Pokémon.,Teaches Gyro Ball to a compatible Pokémon.
379,5,Apprend Danse Lames à un Pokémon compatible.,Apprend Danse Lames à un Pokémon compatible.
379,9,Teaches Swords Dance to a compatible Pokémon.,Teaches Swords Dance to a compatible Pokémon.
380,5,Apprend Survinsecte à un Pokémon compatible. (Gén IV: Piège de Roc),Apprend Piège de Roc à un Pokémon compatible.
380,9,Teaches Struggle Bug to a compatible Pokémon. (Gen IV: Stealth Rock),Teaches Stealth Rock to a compatible Pokémon.
381,5,Apprend Boost à un Pokémon compatible.,Apprend Boost à un Pokémon compatible.
381,9,Teaches Psych Up to a compatible Pokémon.,Teaches Psych Up to a compatible Pokémon.
382,5,Apprend Piétisol à un Pokémon compatible. (Gén IV: Séduction),Apprend Séduction à un Pokémon compatible.
382,9,Teaches Bulldoze to a compatible Pokémon. (Gen IV: Captivate),Teaches Captivate to a compatible Pokémon.
383,5,Apprend Souffle Glacé à un Pokémon compatible. (Gén IV: Vibrobscur),Apprend Vibrobscur à un Pokémon compatible.
383,9,Teaches Frost Breath to a compatible Pokémon. (Gen IV: Dark Pulse),Teaches Dark Pulse to a compatible Pokémon.
384,5,Apprend Éboulement à un Pokémon compatible.,Apprend Éboulement à un Pokémon compatible.
384,9,Teaches Rock Slide to a compatible Pokémon.,Teaches Rock Slide to a compatible Pokémon.
385,5,Apprend Plaie Croix à un Pokémon compatible.,Apprend Plaie Croix à un Pokémon compatible.
385,9,Teaches X-Scissor to a compatible Pokémon.,Teaches X-Scissor to a compatible Pokémon.
386,5,Apprend Draco-Queue à un Pokémon compatible. (Gén IV: Blabla Dodo),Apprend Blabla Dodo à un Pokémon compatible.
386,9,Teaches Dragon Tail to a compatible Pokémon. (Gen IV: Sleep Talk),Teaches Sleep Talk to a compatible Pokémon.
387,5,Apprend Rengorgement à un Pokémon compatible. (Gén IV: Don Naturel),Apprend Don Naturel à un Pokémon compatible.
387,9,Teaches Work Up to a compatible Pokémon. (Gen IV: Natural Gift),Teaches Natural Gift to a compatible Pokémon.
388,5,Apprend Direct Toxik à un Pokémon compatible.,Apprend Direct Toxik à un Pokémon compatible.
388,9,Teaches Poison Jab to a compatible Pokémon.,Teaches Poison Jab to a compatible Pokémon.
389,5,Apprend Dévorêve à un Pokémon compatible.,Apprend Dévorêve à un Pokémon compatible.
389,9,Teaches Dream Eater to a compatible Pokémon.,Teaches Dream Eater to a compatible Pokémon.
390,5,Apprend Nœud Herbe à un Pokémon compatible.,Apprend Nœud Herbe à un Pokémon compatible.
390,9,Teaches Grass Knot to a compatible Pokémon.,Teaches Grass Knot to a compatible Pokémon.
391,5,Apprend Vantardise à un Pokémon compatible.,Apprend Vantardise à un Pokémon compatible.
391,9,Teaches Swagger to a compatible Pokémon.,Teaches Swagger to a compatible Pokémon.
392,5,Apprend Picore à un Pokémon compatible.,Apprend Picore à un Pokémon compatible.
392,9,Teaches Pluck to a compatible Pokémon.,Teaches Pluck to a compatible Pokémon.
393,5,Apprend Demi-Tour à un Pokémon compatible.,Apprend Demi-Tour à un Pokémon compatible.
393,9,Teaches U-turn to a compatible Pokémon.,Teaches U-Turn to a compatible Pokémon.
394,5,Apprend Clonage à un Pokémon compatible.,Apprend Clonage à un Pokémon compatible.
394,9,Teaches Substitute to a compatible Pokémon.,Teaches Substitute to a compatible Pokémon.
395,5,Apprend Luminocanon à un Pokémon compatible.,Apprend Luminocanon à un Pokémon compatible.
395,9,Teaches Flash Cannon to a compatible Pokémon.,Teaches Flash Cannon to a compatible Pokémon.
396,5,Apprend Distorsion à un Pokémon compatible.,Apprend Distorsion à un Pokémon compatible.
396,9,Teaches Trick Room to a compatible Pokémon.,Teaches Trick Room to a compatible Pokémon.
397,5,Apprend Coupe à un Pokémon compatible.,Apprend Coupe à un Pokémon compatible.
397,9,Teaches Cut to a compatible Pokémon.,Teaches Cut to a compatible Pokémon.
398,5,Apprend Vol à un Pokémon compatible.,Apprend Vol à un Pokémon compatible.
398,9,Teaches Fly to a compatible Pokémon.,Teaches Fly to a compatible Pokémon.
399,5,Apprend Surf à un Pokémon compatible.,Apprend Surf à un Pokémon compatible.
399,9,Teaches Surf to a compatible Pokémon.,Teaches Surf to a compatible Pokémon.
400,5,Apprend Force à un Pokémon compatible.,Apprend Force à un Pokémon compatible.
400,9,Teaches Strength to a compatible Pokémon.,Teaches Strength to a compatible Pokémon.
401,5,Apprend Cascade à un Pokémon compatible. (HS: Siphon DPP: Anti-Brume Gén III & II & I: Flash),Apprend Anti-Brume à un Pokémon compatible.
401,9,Teaches Waterfall to a compatible Pokémon. (HS: Whirlpool DPP: Defog Gen III & II & I: Flash),Teaches Defog to a compatible Pokémon.
402,5,Apprend Plongée à un Pokémon compatible. (Gén IV & III: Éclate-Roc Gen II: Siphon),Apprend Éclate-Roc à un Pokémon compatible.
402,9,Teaches Dive to a compatible Pokémon. (Gen IV & III: Rock Smash Gen II: Whirlpool),Teaches Rock Smash to a compatible Pokémon.
403,5,Apprend une capacité à un Pokémon compatible. (Gén IV & III & II: Cascade),Apprend Cascade à un Pokémon compatible.
403,9,Teaches a move to a compatible Pokémon. (Gen IV & III & II: Waterfall),Teaches Waterfall to a compatible Pokémon.
404,5,Apprend une capacité à un Pokémon compatible. (Gén IV: Escalade Gén III: Plongée),Apprend Escalade à un Pokémon compatible.
404,9,Teaches a move to a compatible Pokémon. (Gen IV: Rock Climb Gen III: Dive),Teaches Rock Climb to a compatible Pokémon.
405,5,Permet de visiter le Souterrain de Sinnoh.,Envoie le dresseur dans le Souterrain de Sinnoh.  Utilisable seulement dehors.
405,9,Allows visiting the Underground.,Sends the trainer to the Underground.  Only usable outside.
406,5,Stocke les objets obtenus dans le Souterrain de Sinnoh.,Non utilisé.
406,9,Carries coal mine loot.,Unused.
407,5,Liste des types de combats et leurs règles.,Non utilisé.
407,9,List of battle types and their rules.,Unused.
408,5,Utilisé pour localiser un Pokémon rare ou chromatique. 50 pas pour recharger.,"Désigne plusieurs parcelles d'herbe à proximité comme contenant des Pokémon, dont certains peuvent être des Pokémon spéciaux uniquement détectables par radar.  Des utilisations successives d'une certaine manière créent des chaînes de rencontres avec la même espèce; des chaînes plus longues augmentent les chances qu'un Pokémon chromatique de cette espèce apparaisse.
"
408,9,Use to track down rare or shiny Pokémon. 50 steps to recharge.,"Designates several nearby patches of grass as containing Pokémon, some of which may be special radar-only Pokémon.  Successive uses in a certain way create chains of encounters with the same species; longer chains increase the chance that a shiny Pokémon of that species will appear."
409,5,Compte le nombre de PCo gagnés.,Enregistre les PCo.
409,9,Keeps count of Battle Points earned.,Tracks Battle Points.
410,5,Enregistre les activités principales effectuées par le joueur.,Enregistre certaines activités du jour du dresseur.
410,9,Records prior significant activities the player took.,Records some of the trainer’s activities for the day.
411,5,Stocke les Sceaux qui peuvent être appliqués aux Capsule Balls.,Contient les Sceaux utilisés pour décorer les Pokéballs.
411,9,Stores Seals that can be applied to Poké Ball capsules.,Contains Seals used for decorating Pokéballs.
412,5,Range les Accessoires Pokémon pour utilisation en Concours.,Contient les Accessoires Pokémon.
412,9,Holds Pokémon Accessories for use in Contests.,Contains Pokémon Accessories.
413,5,Peut contenir jusqu'à 10 Screaux pour les Poké Balls.,Non utilisé.
413,9,Holds ten Seals for Poké Balls.,Unused.
414,5,Utilisé pour enregistrer les Code Amis et vérifier le sien.,"Contient les codes amis pour jusqu'à 32 autres joueurs, ainsi que leur sprite, genre, et des statistiques basiques pour ceux qui ont été vus au Club Wi-Fi."
414,9,Use to record Friend Codes and check your own.,"Contains friend codes for up to 32 other players, as well as their sprite, gender, and basic statistics for those that have been seen on WFC."
415,5,Permet d'accéder au Parc Éolien.,Ouvre la porte avant du Parc Éolien  Réutilisable.
415,9,Grants access to Valley Windworks.,Opens the front door of the Valley Windworks.  Reusable.
416,5,À échanger à la grand-mère de Cynthia à Célestia pour la CS04 (Surf).,Donné par la grand-mère de Cynthia pour avoir la CS Surf.
416,9,Trade to Cynthia’s grandmother in Celestic Town for HM04 (Surf).,Given to Cynthia’s grandmother to get the Surf HM.
417,5,Permet d'accéder au Centre Galaxie de Voilaroc.,Permet d'accéder au Centre Galaxie de Voilaroc.
417,9,Grants access to Galactic HQ in Veilstone City.,Grants access to Galactic HQ in Veilstone City.
418,5,Utilisé pour contrôler Palkia et Dialga.,Non utilisé.
418,9,Used to bind Palkia and Dialga.,Unused.
419,5,À utiliser pour voir la carte du jeu.,"Affiche une carte de la région incluant la position du dresseur, le nom des lieux, les villes visitées, les positions des arènes, et où le dresseur a marché récemment."
419,9,Use to see the overworld map.,"Displays a map of the region including the trainer’s position, location names, visited towns, gym locations, and where the trainer has been walking recently."
420,5,Permet de combattre les dresseurs à l'écran à nouveau. 100 pas pour recharger.,"Révèle les dresseurs qui veulent une revanche, en affichant !! au dessus de leurs têtes.  Chaque utilisation consomme de la batterie; requiert 100 pas pour charger."
420,9,Allows rebattling of on-screen trainers. 100 steps to recharge.,"Reveals trainers who want a rematch, by showing !! over their heads.  Each use drains the battery; requires 100 steps to charge."
421,5,Stocke les jetons pour le Casino.,"Contient les Jetons utilisés au Casino, jusqu'à un maximum de 50 000."
421,9,Holds coins for the Game Corner.,"Contains the Coins used by the Game Corner, to a maximum of 50,000."
422,5,Utilisé pour capturer des Pokémon dans les points d'eau.,"Utilisé pour trouver les Pokémon de la liste de la Canne pour une zone, qui sont généralement des Magicarpe ou similaire."
422,9,Used to catch Pokémon in bodies of water.,"Used to find Pokémon on the Old Rod list for an area, which are generally Magikarp or similar."
423,5,Utilisé pour capturer des Pokémon dans les points d'eau.,"Utilisé pour trouver les Pokémon de la liste de la Super Canne pour une zone, qui sont généralement médiocres."
423,9,Used to catch Pokémon in bodies of water.,"Used to find Pokémon on the Good Rod list for an area, which are generally mediocre."
424,5,Utilisé pour capturer des Pokémon dans les points d'eau.,"Utilisé pour trouver les Pokémon de la liste de la Méga Canne pour une zone, qui sont généralement les meilleurs disponibles ici."
424,9,Used to catch Pokémon in bodies of water.,"Used to find Pokémon on the Super Rod list for an area, which are generally the best available there."
425,5,Utilisé pour arroser les baies.,Arrose les plants de Baies.
425,9,Used to water berries.,Waters Berry plants.
426,5,Stocke les Poffins.,Contient jusqu'à 100 Poffins.
426,9,Holds Poffins.,Contains up to 100 Poffins.
427,5,À utiliser pour se déplacer rapidement.,"Augmente la vitesse de déplacement à l'extérieur ou dans les grottes.  À pleine vitesse, permet au dresseur de sauter par-dessus certains rochers et de gravir des pentes boueuses."
427,9,Use for fast transit.,"Increases movement speed outside or in caves.  In high gear, allows the trainer to hop over some rocks and ascend muddy slopes."
428,5,Ouvre une chambre verrouillée dans l'Hôtel Grand Lac.,Ouvre lea chambre verrouillée dans l'Hôtel Grand Lac.
428,9,Opens a locked building in the Lakeside Resort.,Opens the locked building in the lakeside resort.
429,5,"Permet d'accéder au Passage Marin, Paradis Fleuri, et Shaymin.",Permet d'accéder au Paradis Fleuri et Shaymin.
429,9,"Allows access to Seabreak path, Flower Paradise, and Shaymin.",Grants access to Flower Paradise and Shaymin.
430,5,Soigne les cauchemars du fils du marin à Joliberges.,"Guérit le fils du marin de ses cauchemars; aucune récompense, seulement un effet secondaire de la rencontre avec Cresselia."
430,9,Cures sailor’s son of nightmares in Canalave City.,"Cures the sailor’s son of his nightmares; no reward, only a side effect of seeing Cresselia."
431,5,Permet d'accéder à l'Île Nouvellune et Darkrai.,Permet d'accéder à l'Île Nouvellune et Darkrai.
431,9,Allows access to Newmoon Island and Darkrai.,Provides access to Newmoon Island and Darkrai.
432,5,Permet d'accéder à la Salle Originelle. Jamais diffusée.,
432,9,Allows entry into the Hall of Origin. Unreleased.,
433,5,Ticket pour un bâteau. (RSE: Le Marina LF: L'Océane HG: Aquaria),"Permet de monter sur un bâteau.

Le même objet est utilisé pour différents bâteaux dans différents jeux."
433,9,Ticket for a ship. (RSE: S.S. Tidal LF: S.S. Anne HG: S.S. Aqua),"Allows passage on a ferry.

The same item is used for different ferries between different games."
434,5,Permet de participer aux Concours Pokémon.,Permet au dresseur de participer aux Concours.
434,9,Allows participation in Pokémon Contests.,Allows the trainer to enter Contests.
435,5,Du magma est scellé à l'intérieur.,"Fait apparaître Heatran au Mont Renenvers.

Inutilisé avant Noir et Blanc 2."
435,9,Magma is sealed inside.,"Causes Heatran to appear at Reversal Mountain.

Unused prior to Black and White 2."
436,5,Donné au rival du dresseur à Féli-Cité. Contient une Carte.,"Donné au rival du dresseur à Féli-Cité.  Contient deux Cartes, une d'elles est donnée au dresseur après livraison."
436,9,Given to the trainer’s rival in Jubilife City. Contains Town Maps.,"Given to the trainer’s rival in Jubilife City.  Contains two Town Maps, one of which is given to the trainer upon delivery."
437,5,Le premier des trois bons utilisés pour obtenir la Pokémontre.,Un des trois bons nécessaires pour recevoir une Pokémontre.
437,9,The first of three tickets used to obtain a Pokétch.,One of three coupons needed to receive a Pokétch.
438,5,Le second des trois bons utilisés pour obtenir la Pokémontre.,Un des trois bons nécessaires pour recevoir une Pokémontre.
438,9,The second of three tickets used to obtain a Pokétch.,One of three coupons needed to receive a Pokétch.
439,5,Le dernier des trois bons utilisés pour obtenir la Pokémontre.,Un des trois bons nécessaires pour recevoir une Pokémontre.
439,9,The last of three tickets used to obtain a Pokétch.,One of three coupons needed to receive a Pokétch.
440,5,Permet d'accéder au Hangar Galaxie à Voilaroc.,Permet d'accéder au Hangar Galaxie à Voilaroc.
440,9,Grants access to the Team Galactic warehouse in Veilstone City.,Grants access to the Team Galactic warehouse in Veilstone City.
441,5,Utilisé pour soigner le Pharamp au sommet du Phare d'Oliville.,Requis pour guérir les Psykokwak bloquant la Route 210 de leurs maux de tête chroniques.
441,9,Used to heal the Ampharos at the top of Olivine Lighthouse.,Required to cure the Psyducks blocking Route 210 of their chronic headaches.
442,5,"Booste les dégâts des capacités Dragon et Spectre de Giratina de 20%, et le transforme en Forme Originelle.","Tenu par []{pokemon:giratina}
:   Les capacités []{type:dragon} et []{type:ghost} ont une puissance 1.2× celle de base.

    Le porteur est en Forme Originelle.

Cet objet ne peut pas être porté par un autre Pokémon que Giratina.  Quand vous entrez dans la Salle Union ou vous connectez en Wi-Fi, cet objet retourne dans votre sac."
442,9,"Boosts the damage from Giratina’s Dragon-type and Ghost-type moves by 20%, and transforms it into Origin Forme.","Held by []{pokemon:giratina}
:   Holder’s []{type:dragon} and []{type:ghost} moves have 1.2× their base power.

    Holder is in Origin Forme.

This item cannot be held by any Pokémon but Giratina.  When you enter the Union Room or connect to Wi-Fi, this item returns to your bag."
443,5,"Enregistre les combats sans-fil, WiFi ou de la Zone de Combat, et stocke les points.","Enregistre optionnellement les combats sans-fil, WiFi ou de la Zone de Combat, et stocke les points.

Stocke les PCo gagnés à la Zone de Combat, et stocke les photos."
443,9,"Records wireless, Wi-Fi, or Battle Frontier battles, and stores points.","Optionally records wireless, Wi-Fi, and Battle Frontier battles.

Tracks Battle Points earned in the Battle Frontier, and stores commemorative prints."
444,5,Change un Shaymin non gelé en Forme Céleste le jour.,"Utilisé par le dresseur sur un []{pokemon:shaymin}
:   Change le Shaymin cible de la Forme Terrestre à la Forme Céleste.

    Cet objet ne peut pas être utilisé sur un Shamin [gelé]{mechanic:freezing} ou la nuit.  Shaymin Forme Céleste reprend la Forme Terreste la nuit, quand gelé, ou en entrant dans un combat link.  Cet objet doit être utilisé à nouveau pour rechanger."
444,9,Changes an unfrozen Shaymin to Sky Forme in the day.,"Used by trainer on a []{pokemon:shaymin}
:   Changes the target Shaymin from Land Forme to Sky Forme.

    This item cannot be used on a [frozen]{mechanic:freezing} Shaymin or at night.  Sky Forme Shaymin will revert to Land Forme overnight, when frozen, and upon entering a link battle.  This item must be used again to change it back."
445,5,Gén IV: La clé pour la pièce des appareils de Motisma. Gen III: La clé de l'arène de Cramois'Île.,"Utilisé par le dresseur dans le Centre Galactique de Vestigion, au rez-de-chaussée, à gauche de la télévision
:   Débloque la salle secrète []{pokemon:rotom}, dans laquelle se trouvent cinq appareils permettant de changer la forme de Motisma."
445,9,Gen IV: The key to Rotom’s appliance room. Gen III: The key to Cinnabar Gym.,"Used by trainer in the Galactic Eterna Building, on the ground floor, to the left of the TV
:   Unlocks the secret []{pokemon:rotom} room, in which there are five appliances which can change Rotom’s form."
446,5,Stocke les Noigrumes.,Stocke les Noigrumes.
446,9,Holds Apricorns.,Stores Apricorns.
447,5,Permet la culture portable des baies.,Contient quatre pots portables de terreau adaptés à la culture des baies.
447,9,Allows portable berry growing.,Contains four portable pots of soil suitable for growing berries.
448,5,À utiliser sur le Simularbre bloquant le chemin sur la Route 36. Arrose aussi les baies.,"Requis pour arroser les baies dans le []{item:berry-pots}.

Requis pour combattre le []{pokemon:sudowoodo} sur la []{location:johto-route-36}.

Cet objet ne peut pas être utilisé directement depuis le sac."
448,9,Use on Sudowoodo blocking the path on Route 36. Also waters berries.,"Required to water berries within the []{item:berry-pots}.

Required to battle the []{pokemon:sudowoodo} on []{location:johto-route-36}.

This item cannot be directly used from the bag."
449,5,3× plus efficace en pêchant. Fait à partir de Noigrume Blu.,"Utilisé par le dresseur en combat
:   Tente de [capturer]{mechanic:catch} un Pokémon sauvage.  Si utilisé en combat de dresseur, rien ne se passe et la ball est perdue.

    Si le Pokémon sauvage a été rencontré en pêchant, le taux de capture du Pokémon sauvage est 3× le normal."
449,9,3× effectiveness while fishing. Made from Blu Apricorn.,"Used by trainer in battle
:   Attempts to [catch]{mechanic:catch} a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon was encountered by fishing, the wild Pokémon’s catch rate is 3× normal."
450,5,Le taux de succès dépend des niveaux du Pokémon de l'utilisateur et de la cible. Fait à partir de Noigrume Rge.,"Utilisé par un dresseur en combat 
:   Tente de [capturer]{mechanic:catch} un Pokémon sauvage.  Si utilisé en combat de dresseurs, rien ne se passe et la ball est perdue.
      
Si le niveau du Pokémon du dresseur est plus grand de:

     * quatre fois celui du Pokémon sauvage, le taux de capture du Pokémon sauvage 8× le normal.
     * deux fois celui du Pokémon sauvage, le taux de capture du Pokémon sauvage est 4× le normal.
     * celui du Pokémon sauvage, le taux de capture du Pokémon sauvage est 2× le normal."
450,9,Success rate based off of fraction target Pokémon is of user’s Pokémon. Made from Red Apricorn.,"Used by trainer in battle
:   Attempts to [catch]{mechanic:catch} a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the trainer’s Pokémon’s level is higher than:

    * four times the wild Pokémon’s, the wild Pokémon’s catch rate is 8× normal.
    * than twice the wild Pokémon’s, the wild Pokémon’s catch rate is 4× normal.
    * the wild Pokémon’s, the wild Pokémon’s catch rate is 2× normal."
451,5,4× plus efficace sur les familles de Pokémon qui contiennent une évolution avec une Pierre Lune. Fait à partir de Noigrume Jne.,"Utilisé par un dresseur en combat 
:   Tente de [capturer]{mechanic:catch} un Pokémon sauvage.  Si utilisé en combat de dresseurs, rien ne se passe et la ball est perdue.
      
Si le Pokémon sauvage est un []{pokemon:clefairy}, []{pokemon:nidoran-m}, []{pokemon:nidoran-f}, []{pokemon:jigglypuff}, []{pokemon:skitty}, ou une de leurs évolutions, le Pokémon sauvage a 4× son taux de capture."
451,9,4× effectiveness on familes of Pokémon with a Moon Stone evolution. Made from Ylw Apricorn.,"Used by trainer in battle
:   Attempts to [catch]{mechanic:catch} a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon is a []{pokemon:clefairy}, []{pokemon:nidoran-m}, []{pokemon:nidoran-f}, []{pokemon:jigglypuff}, []{pokemon:skitty}, or any evolution thereof, the wild Pokémon has 4× its catch rate."
452,5,A un bonus ou une pénalité fixe sur le taux de capture selon la classe de poids de la cible. Fait à partir de Noigrume Noi.,"Utilisé par un dresseur en combat 
:   Tente de [capturer]{mechanic:catch} un Pokémon sauvage.  Si utilisé en combat de dresseurs, rien ne se passe et la ball est perdue.

    Si le Pokémon sauvage pèse:

    * 409.6 kg (903.0 lb) ou plus, son taux de capture est 40 supérieur à le normal.
    * 307.2 kg (677.3 lb) ou plus, son taux de capture est 30 supérieur à le normal.
    * 204.8 kg (451.5 lb) ou plus, son taux de capture est 20 supérieur à le normal.
    * moins de 204.8 kg (451.5 lb), son taux de capture est 20 inférieur à le normal."
452,9,Has flat bonus or penalty to catch rate depending on weight class of target. Made from Blk Apricorn.,"Used by a trainer in battle
:   Attempts to [catch]{mechanic:catch} a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon weighs:

    * 409.6 kg (903.0 lb) or more, its catch rate is 40 more than normal.
    * 307.2 kg (677.3 lb) or more, its catch rate is 30 more than normal.
    * 204.8 kg (451.5 lb) or more, its catch rate is 20 more than normal.
    * less than 204.8 kg (451.5 lb), its catch rate is 20 less than normal."
453,5,4× plus efficace sur un Pokémon avec une vitesse de base de 100 ou plus. (Gén II: Pokémon Errant ou Fuyard). Fait à partir de Noigrume Blc.,"Utilisé par un dresseur en combat 
:   Tente de [capturer]{mechanic:catch} un Pokémon sauvage.  Si utilisé en combat de dresseurs, rien ne se passe et la ball est perdue.

:   Si la [Vitesse]{mechanic:speed} de base du Pokémon sauvage est 100 ou plus, son taux de capture est 4× le normal."
453,9,4× effectiveness on Pokémon with 100 or greater base speed. (Gen II: Roaming or Fleeing Pokémon). Made from Wht Apricorn.,"Used by a trainer in battle
:   Attempts to [catch]{mechanic:catch} a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

:   If the wild Pokémon’s base [speed]{mechanic:speed} is 100 or more, its catch rate is 4× normal."
454,5,Les Pokémon capturés commencent avec 200 de bonheur. Fait à partir de Noigrume Ver.,"Utilisé par un dresseur en combat 
:   Tente de [capturer]{mechanic:catch} un Pokémon sauvage.  Si utilisé en combat de dresseurs, rien ne se passe et la ball est perdue.

    Si capturé, le [bonheur]{mechanic:happiness} du Pokémon sauvage commence à 200."
454,9,Caught Pokémon start with 200 happiness. Made from Grn Apricorn.,"Used by a trainer in battle
:   Attempts to [catch]{mechanic:catch} a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If caught, the wild Pokémon’s [happiness]{mechanic:happiness} starts at 200."
455,5,"8× plus efficace sur le sexe opposé, de la même espèce du Pokémon Actif. Fait à partir de Noigrume Ros.","Utilisé par un dresseur en combat 
:   Tente de [capturer]{mechanic:catch} un Pokémon sauvage.  Si utilisé en combat de dresseurs, rien ne se passe et la ball est perdue.

    Si le Pokémon du dresseur et le Pokémon sauvage sont de la même espèce mais de genre opposés, le taux de capture du Pokémon sauvage est 8× le normal."
455,9,"8× effectiveness on opposite sex, same species targets of the Active Pokémon. Made from Pnk Apricorn.","Used by a trainer in battle
:   Attempts to [catch]{mechanic:catch} a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the trainer’s Pokémon and wild Pokémon are of the same species but opposite genders, the wild Pokémon’s catch rate is 8× normal."
456,5,Capture un Pokémon du Parc des Amis à coup sûr.,"Utilisé par un dresseur au combat
:   [Capture]{mechanic:catch} un Pokémon sauvage.

Cet objet ne peut être utilisé que dans le []{location:pal-park}."
456,9,Catches Pokémon in the Pal Park every time.,"Used by a trainer in battle
:   [Catches]{mechanic:catch} a wild Pokémon.

This item can only be used in []{location:pal-park}."
457,5,Tente de capturer un Pokémon du Concours de Capture d'insecte du Parc Naturel. (Gén II: Parc Ball),"Utilisé par un dresseur au combat
:   Tente de [capturer]{mechanic:catch} un Pokémon sauvage.

    Le taux de capture du Pokémon sauvage est 1.5× le normal."
457,9,Tries to catch a Pokémon in the Bug-Catching contest in National Park. (Gen II: Park Ball),"Used by a trainer in battle
:   Attempts to [catch]{mechanic:catch} a wild Pokémon.

    The wild Pokémon’s catch rate is 1.5× normal."
458,5,Utilisé pour fabriquer une Niveau Ball.,Peut être donné par Fargas à []{location:azalea-town} pour fabriquer une []{item:level-ball}.
458,9,Used to make a Level Ball.,May be given to Kurt in []{location:azalea-town} to produce a []{item:level-ball}.
459,5,Utilisé pour fabriquer une Appât Ball.,Peut être donné par Fargas à []{location:azalea-town} pour fabriquer une []{item:lure-ball}.
459,9,Used to make a Lure Ball.,May be given to Kurt in []{location:azalea-town} to produce a []{item:lure-ball}.
460,5,Utilisé pour fabriquer une Lune Ball.,Peut être donné par Fargas à []{location:azalea-town} pour fabriquer une []{item:moon-ball}.
460,9,Used to make a Moon Ball.,May be given to Kurt in []{location:azalea-town} to produce a []{item:moon-ball}.
461,5,Utilisé pour fabriquer une Copain Ball.,Peut être donné par Fargas à []{location:azalea-town} pour fabriquer une []{item:friend-ball}.
461,9,Used to make a Friend Ball.,May be given to Kurt in []{location:azalea-town} to produce a []{item:friend-ball}.
462,5,Utilisé pour fabriquer une Love Ball.,Peut être donné par Fargas à []{location:azalea-town} pour fabriquer une []{item:love-ball}.
462,9,Used to make a Love Ball.,May be given to Kurt in []{location:azalea-town} to produce a []{item:love-ball}.
463,5,Utilisé pour fabriquer une Speed Ball.,Peut être donné par Fargas à []{location:azalea-town} pour fabriquer une []{item:fast-ball}.
463,9,Used to make a Fast Ball.,May be given to Kurt in []{location:azalea-town} to produce a []{item:fast-ball}.
464,5,Utilisé pour fabriquer une Masse Ball.,Peut être donné par Fargas à []{location:azalea-town} pour fabriquer une []{item:heavy-ball}.
464,9,Used to make a Heavy Ball.,May be given to Kurt in []{location:azalea-town} to produce a []{item:heavy-ball}.
465,5,À utiliser pour trouver des objets cachés sur le sol. Aussi connu sous le nom de Cherch'Objet.,"Utilisé par un dresseur hors du combat
:   Cherche les objets cachés."
465,9,Use to find hidden items on the field. AKA Itemfinder.,"Used by trainer outside of battle
:   Searches for hidden items."
466,5,HS: échangé pour la CT64. Gén II & Gén V: Agit comme une Potion.,Peut être échangé pour une []{item:tm64} dans le Souterrain vertical.
466,9,HS: Traded for TM64. Gen II & Gen V: Acts as a Potion.,May be traded for a []{item:tm64} in the vertical Underground Path.
467,5,Invoque Groudon à la Tour Enfouie.,Fait apparaître []{pokemon:groudon} à la []{location:embedded-tower}.
467,9,Summons Groudon to the Embedded Tower.,Causes []{pokemon:groudon} to appear in the []{location:embedded-tower}.
