move_effect_id,local_language_id,short_effect,effect
179,5,Copie le talent de la cible.,"Le talent du lanceur est remplacé par celui de la cible jusqu'à ce que le lanceur quitte le [terrain]{mechanic:field}.  Ignore les modifications de [précision]{mechanic:accuracy} et d'[esquive]{mechanic:evasion}.

Si la cible a [Don Floral]{ability:flower-gift}, [Météo]{ability:forecast}, [Illusion]{ability:illusion}, [Imposteur]{ability:imposter}, [Multi-Type]{ability:multitype}, [Déclic Tactique]{ability:stance-change}, [Calque]{ability:trace}, [Garde Mystik]{ability:wonder-guard}, ou [Mode Transe]{ability:zen-mode}, cette capacité [échouera]{mechanic:fail}.

Cette capacité ne peut pas être copiée par [Mimique]{move:mirror-move}."
179,9,Copies the target’s ability.,"User’s ability is replaced with the target’s until the user leaves the [field]{mechanic:field}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.

If the target has [Flower Gift]{ability:flower-gift}, [Forecast]{ability:forecast}, [Illusion]{ability:illusion}, [Imposter]{ability:imposter}, [Multitype]{ability:multitype}, [Stance Change]{ability:stance-change}, [Trace]{ability:trace}, [Wonder Guard]{ability:wonder-guard}, or [Zen Mode]{ability:zen-mode}, this move will [fail]{mechanic:fail}.

This move cannot be copied by [Mirror Move]{move:mirror-move}."
180,5,Le lanceur récupèrera la moitié de ses PV max à la fin du prochain tour.,"À la fin du prochain tour, le lanceur sera soigné de la moitié de ses [PV]{mechanic:hp} max.  Si le lanceur est [retiré]{mechanic:switched-out}, son remplaçant sera soigné à la place de la moitié des PV max du lanceur.  Si le lanceur [est mis KO]{mechanic:faint} ou est retiré de force par [Hurlement]{move:roar} ou [Cyclone]{move:whirlwind}, cet effet ne sera pas activé."
180,9,User will recover half its max HP at the end of the next turn.,"At the end of the next turn, user will be healed for half its max [HP]{mechanic:hp}.  If the user is [switched out]{mechanic:switched-out}, its replacement will be healed instead for half of the user’s max HP.  If the user [faint]{mechanic:faint}s or is forcefully switched by [Roar]{move:roar} or [Whirlwind]{move:whirlwind}, this effect will not activate."
181,5,Sélectionne et utilise aléatoirement une des capacités des autres Pokémon du dresseur.,"Utilise une capacité d'un autre Pokémon de l'équipe du lanceur, les deux sélectionnés au hasard.  Les capacités des Pokémon KO peuvent être utilisées.  S'il n'y a pas de Pokémon ou capacité éligibles, cette capacité [échouera]{mechanic:fail}.

Cette capacité ne sélectionnera pas [Assistance]{move:assist}, [Babil]{move:chatter}, [Projection]{move:circle-throw}, [Photocopie]{move:copycat}, [Riposte]{move:counter}, [Implore]{move:covet}, [Lien du Destin]{move:destiny-bond}, [Détection]{move:detect}, [Tunnel]{move:dig}, [Plongée]{move:dive}, [Draco-Queue]{move:dragon-tail}, [Ténacité]{move:endure}, [Ruse]{move:feint}, [Vol]{move:fly} [Mitra-Poing]{move:focus-punch}, [Par Ici]{move:follow-me}, [Coup d’Main]{move:helping-hand}, [Moi d’Abord]{move:me-first}, [Métronome]{move:metronome}, [Copie]{move:mimic}, [Voile Miroir]{move:mirror-coat}, [Mimique]{move:mirror-move}, [Hantise]{move:phantom-force} [Abri]{move:protect}, [Prévention]{move:quick-guard}, [Hurlement]{move:roar} [Revenant]{move:shadow-force}, [Gribouille]{move:sketch}, [Blabla Dodo]{move:sleep-talk}, [Saisie]{move:snatch}, [Lutte]{move:struggle}, [Passe-Passe]{move:switcheroo}, [Larcin]{move:thief}, [Tour de Magie]{move:trick}, [Cyclone]{move:whirlwind}, ou [Garde Large]{move:wide-guard}.

Cette capacité ne peut pas être copiée par [Mimique]{move:mirror-move}, ni sélectionnée par [Métronome]{move:metronome} ou [Blabla Dodo]{move:sleep-talk}."
181,9,Randomly selects and uses one of the trainer’s other Pokémon’s moves.,"Uses a move from another Pokémon in the user’s party, both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves, this move will [fail]{mechanic:fail}.

This move will not select [Assist]{move:assist}, [Chatter]{move:chatter}, [Circle Throw]{move:circle-throw}, [Copycat]{move:copycat}, [Counter]{move:counter}, [Covet]{move:covet}, [Destiny Bond]{move:destiny-bond}, [Detect]{move:detect}, [Dig]{move:dig}, [Dive]{move:dive}, [Dragon Tail]{move:dragon-tail}, [Endure]{move:endure}, [Feint]{move:feint}, [Fly]{move:fly} [Focus Punch]{move:focus-punch}, [Follow Me]{move:follow-me}, [Helping Hand]{move:helping-hand}, [Me First]{move:me-first}, [Metronome]{move:metronome}, [Mimic]{move:mimic}, [Mirror Coat]{move:mirror-coat}, [Mirror Move]{move:mirror-move}, [Phantom Force]{move:phantom-force} [Protect]{move:protect}, [Quick Guard]{move:quick-guard}, [Roar]{move:roar} [Shadow Force]{move:shadow-force}, [Sketch]{move:sketch}, [Sleep Talk]{move:sleep-talk}, [Snatch]{move:snatch}, [Struggle]{move:struggle}, [Switcheroo]{move:switcheroo}, [Thief]{move:thief}, [Trick]{move:trick}, [Whirlwind]{move:whirlwind}, or [Wide Guard]{move:wide-guard}.

This move cannot be copied by [Mirror Move]{move:mirror-move}, nor selected by [Metronome]{move:metronome} or [Sleep Talk]{move:sleep-talk}."
182,5,Empêche le lanceur de quitter le combat.  Le lanceur regagne 1/16 de ses PV max à chaque tour.,"Empêche le lanceur de [se retirer]{mechanic:switching-out}.  Le lanceur regagne 1/16 de ses [PV]{mechanic:hp} max à la fin de chaque tour.  Si le lanceur était immunisé aux attaques [Sol]{type:ground}, il en subira maintenant des dégâts normaux.

[Hurlement]{move:roar} et [Cyclone]{move:whirlwind} n'affecteront pas le lanceur.  Le lanceur ne peut pas utiliser [Vol Magnétik]{move:magnet-rise}.

Le lanceur peut toujours utiliser [Demi-Tour]{move:u-turn} pour quitter le [terrain]{mechanic:field}.

Cet effet peut être transmis avec [Relais]{move:baton-pass}."
182,9,Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.,"Prevents the user from [switching out]{mechanic:switching-out}.  User regains 1/16 of its max [HP]{mechanic:hp} at the end of every turn.  If the user was immune to [Ground]{type:ground} attacks, it will now take normal damage from them.

[Roar]{move:roar} and [Whirlwind]{move:whirlwind} will not affect the user.  The user cannot use [Magnet Rise]{move:magnet-rise}.

The user may still use [U-turn]{move:u-turn} to leave the [field]{mechanic:field}.

This effect can be passed with [Baton Pass]{move:baton-pass}."
183,5,Diminue l'Attaque et la Défense du lanceur d'un niveau après avoir infligé des dégâts.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}, puis diminue l'[Attaque]{mechanic:attack} et [Défense]{mechanic:defense} du lanceur d'un [niveau]{mechanic:stage} chacune."
183,9,Lowers the user’s Attack and Defense by one stage after inflicting damage.,"Inflicts [regular damage]{mechanic:regular-damage}, then lowers the user’s [Attack]{mechanic:attack} and [Defense]{mechanic:defense} by one [stage]{mechanic:stage} each."
184,5,Renvoie la première capacité de statut utilisée sur le lanceur ce tour.,"La première capacité non offensive ciblant le lanceur qui inflige un [effet majeur de statut]{mechanic:major-status-effect}, [changement de stat]{mechanic:stat-change}, ou un effet [piège]{mechanic:trap}ant sera réfléchi à son lanceur.

[Anti-Brume]{move:defog}, [Souvenir]{move:memento}, et [Danse Folle]{move:teeter-dance} ne sont pas réfléchies.

[Attraction]{move:attract}, [Flatterie]{move:flatter}, [Suc Digestif]{move:gastro-acid}, [Vampigraine]{move:leech-seed}, [Vantardise]{move:swagger}, [Soucigraine]{move:worry-seed}, et [Bâillement]{move:yawn} sont réfléchis.

Cette capacité ne peut pas être copiée par [Mimique]{move:mirror-move}."
184,9,Reflects back the first effect move used on the user this turn.,"The first non-damaging move targeting the user this turn that inflicts [major status effect]{mechanic:major-status-effect}s, [stat change]{mechanic:stat-change}s, or [trap]{mechanic:trap}ping effects will be reflected at its user.

[Defog]{move:defog}, [Memento]{move:memento}, and [Teeter Dance]{move:teeter-dance} are not reflected.

[Attract]{move:attract}, [Flatter]{move:flatter}, [Gastro Acid]{move:gastro-acid}, [Leech Seed]{move:leech-seed}, [Swagger]{move:swagger}, [Worry Seed]{move:worry-seed}, and [Yawn]{move:yawn} are reflected.

This move cannot be copied by [Mirror Move]{move:mirror-move}."
185,5,Le lanceur récupère le dernier objet qu'il a utilisé.,"Le lanceur récupère le dernier objet consommé par le lanceur ou le Pokémon à sa place sur le [terrain]{mechanic:field}.  L'objet doit être utilisé à nouveau avant d'être récupéré par cette capacité à nouveau.  Si le lanceur porte un objet, cette capacité [échouera]{mechanic:fail}.

Les objets pris ou donnés par [Implore]{move:covet}, [Sabotage]{move:knock-off}, [Passe-Passe]{move:switcheroo}, [Larcin]{move:thief}, ou [Tour de Magie]{move:trick} ne peuvent pas être récupérés."
185,9,User recovers the item it last used up.,"User recovers the last item consumed by the user or a Pokémon in its position on the [field]{mechanic:field}.  The item must be used again before it can be recovered by this move again.  If the user is holding an item, this move [fail]{mechanic:fail}s.

Items taken or given away by [Covet]{move:covet}, [Knock Off]{move:knock-off}, [Switcheroo]{move:switcheroo}, [Thief]{move:thief}, or [Trick]{move:trick} may not be recovered."
186,5,Inflige le double des dégâts si le lanceur a subi des dégâts avant d'attaquer ce tour.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si la cible a infligé des dégâts au lanceur ce tour et était la dernière à le faire, cette capacité a une puissance double.

[Balance]{move:pain-split} ne compte pas comme infligeant des dégâts au lanceur."
186,9,Inflicts double damage if the user takes damage before attacking this turn.,"Inflicts [regular damage]{mechanic:regular-damage}.  If the target damaged the user this turn and was the last to do so, this move has double power.

[Pain Split]{move:pain-split} does not count as damaging the user."
187,5,Détruit Protection et Mur Lumière.,"Détruit n'importe quel [Mur Lumière]{move:light-screen} ou [Protection]{move:reflect} du côté du [terrain]{mechanic:field} de la cible, puis inflige des [dégâts réguliers]{mechanic:regular-damage}."
187,9,Destroys Reflect and Light Screen.,"Destroys any [Light Screen]{move:light-screen} or [Reflect]{move:reflect} on the target’s side of the [field]{mechanic:field}, then inflicts [regular damage]{mechanic:regular-damage}."
188,5,La cible s'endort à la fin du prochain tour.,"[Endort]{mechanic:sleep} la cible à la fin du prochain tour.  Ignore les modifications de [précision]{mechanic:accuracy} et d'[esquive]{mechanic:evasion}.  Si la cible quitte le [terrain]{mechanic:field}, cet effet est annulé.  Si la cible a un effet de statut quand cette capacité est utilisée, cette capacité [échouera]{mechanic:fail}.

Si la cible est protégée par [Rune Protect]{move:safeguard} quand cette capacité est utilisée, cette capacité [échouera]{mechanic:fail}.

[Insomnia]{ability:insomnia} et [Esprit Vital]{ability:vital-spirit} empêchent le [sommeil]{mechanic:sleep} si la cible a l'un ou l'autre à la fin du prochain tour, mais ne fera pas [échouer]{mechanic:fail} cette capacité à l'utilisation."
188,9,Target sleeps at the end of the next turn.,"Puts the target to [sleep]{mechanic:sleep} at the end of the next turn.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.  If the target leaves the [field]{mechanic:field}, this effect is canceled.  If the target has a status effect when this move is used, this move will [fail]{mechanic:fail}.

If the target is protected by [Safeguard]{move:safeguard} when this move is used, this move will [fail]{mechanic:fail}.

[Insomnia]{ability:insomnia} and [Vital Spirit]{ability:vital-spirit} prevent the [sleep]{mechanic:sleep} if the target has either at the end of the next turn, but will not cause this move to [fail]{mechanic:fail} on use."
189,5,La cible laisse tomber son objet tenu.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  La cible perd son [objet tenu]{mechanic:held-item}.

Ni le lanceur ni la cible ne peuvent récupérer leur objet avec [Recyclage]{move:recycle}.

Si la cible a [Multi-Type]{ability:multitype} ou [Glu]{ability:sticky-hold}, elle subira des dégâts mais ne perdra pas son objet."
189,9,Target drops its held item.,"Inflicts [regular damage]{mechanic:regular-damage}.  Target loses its [held item]{mechanic:held-item}.

Neither the user nor the target can recover its item with [Recycle]{move:recycle}.

If the target has [Multitype]{ability:multitype} or [Sticky Hold]{ability:sticky-hold}, it will take damage but not lose its item."
190,5,Diminue les PV de la cible pour jusqu'à en avoir autant que le lanceur.,"Inflige exactement assez de dégâts pour diminuer les [PV]{mechanic:hp} de la cible pour égaler ceux du lanceur.  Si les PV de la cible ne sont pas supérieurs à ceux du lanceur, cette capacité a aucun effet.  L'immunité de type s'applique, mais les autres effets de type sont ignorés.  Cet effet compte comme dégâts pour les capacités qui réagissent aux dégâts."
190,9,Lowers the target’s HP to equal the user’s.,"Inflicts exactly enough damage to lower the target’s [HP]{mechanic:hp} to equal the user’s.  If the target’s HP is not higher than the user’s, this move has no effect.  Type immunity applies, but other type effects are ignored.  This effect counts as damage for moves that respond to damage."
191,5,"Inflige plus de dégâts quand le lanceur a plus de PV restants, avec un maximum de 150 de puissance.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  La puissance augmente avec les [PV]{mechanic:hp} restants du lanceur et est donnée par `150 * PV / max PV`, jusqu'à un maximum de 150 quand le lanceur a tous ses PV."
191,9,"Inflicts more damage when the user has more HP remaining, with a maximum of 150 power.","Inflicts [regular damage]{mechanic:regular-damage}.  Power increases with the user’s remaining [HP]{mechanic:hp} and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP."
192,5,Le lanceur et la cible échangent leurs talents.,"Le lanceur et la cible échangent leurs talents.  Ignore les modifications de [précision]{mechanic:accuracy} et d'[esquive]{mechanic:evasion}.

Si l'un des Pokémon a [Multi-Type]{ability:multitype} ou [Garde Mystik]{ability:wonder-guard}, cette capacité [échouera]{mechanic:fail}."
192,9,User and target swap abilities.,"User and target switch abilities.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.

If either Pokémon has [Multitype]{ability:multitype} or [Wonder Guard]{ability:wonder-guard}, this move will [fail]{mechanic:fail}."
193,5,Empêche la cible d'utiliser n'importe quelle capacité que le lanceur connaît aussi.,"Empêche n'importe quel Pokémon du côté opposé du [terrain]{mechanic:field} d'utiliser n'importe quelle capacité que le lanceur connaît jusqu'à ce que le lanceur quitte le [terrain]{mechanic:field}.  Cet effet est actif; si le lanceur obtient de nouvelles capacités pendant qu'il est sur le [terrain]{mechanic:field}, ces capacités sont restreintes.  Si aucun Pokémon adverse ne connaît aucune des capacités du lanceur quand cette capacité est utilisée, cette capacité [échouera]{mechanic:fail}."
193,9,Prevents the target from using any moves that the user also knows.,"Prevents any Pokémon on the opposing side of the [field]{mechanic:field} from using any move the user knows until the user leaves the [field]{mechanic:field}.  This effect is live; if the user obtains new moves while on the [field]{mechanic:field}, these moves become restricted.  If no opposing Pokémon knows any of the user’s moves when this move is used, this move will [fail]{mechanic:fail}."
194,5,"Soigne la brûlure, paralysie, ou poison du lanceur.","Supprime une [brûlure]{mechanic:burn}, [paralysie]{mechanic:paralysis}, ou [poison]{mechanic:poison} du lanceur."
194,9,"Cleanses the user of a burn, paralysis, or poison.","Removes a [burn]{mechanic:burn}, [paralysis]{mechanic:paralysis}, or [poison]{mechanic:poison} from the user."
195,5,"Si le lanceur est mis KO ce tour, les PP de la capacité qui l'a mis KO tombent à 0.","Si le lanceur [est mis KO]{mechanic:faint} avant sa prochaine action, la capacité qui l'a mis KO aura ses [PP]{mechanic:pp} descendus à 0.  Les dégâts de fin de tour ne déclenchent pas cet effet."
195,9,"If the user faints this turn, the PP of the move that fainted it drops to 0.","If the user [faint]{mechanic:faint}s before it next acts, the move that fainted it will have its [PP]{mechanic:pp} dropped to 0.  End-of-turn damage does not trigger this effect."
196,5,"Vole la capacité de la cible, si elle se cible elle-même.","La prochaine fois qu'un Pokémon utilise une capacité bénéfique sur elle-même ou elle-même et ses alliés ce tour, le lanceur de cette capacité volera la capacité et l'utilisera elle-même.  Les capacités qui peuvent être volées par cette capacité sont identifiées par la marque ""saisissable"".

Si deux Pokémon utilisent cette capacité le même tour, le Pokémon le plus rapide volera la première capacité bénéfique, et le Pokémon plus lent va ensuite la voler à nouveau—ainsi, seulement le Pokémon le plus lent utilisant cette capacité gagnera finalement un effet volé de capacité. 

Si le voleur vole [Boost]{move:psych-up}, elle ciblera le Pokémon qui a utilisé [Boost]{move:psych-up}.  Si le lanceur était la cible originale de [Boost]{move:psych-up}, et que le Pokémon qui l'a utilisé à l'origine est affecté par [Pression]{ability:pressure}, elle ne perdra qu'1 [PP]{mechanic:pp}. 

Cette capacité ne peut pas être copiée par [Mimique]{move:mirror-move}, ni sélectionnée par [Assistance]{move:assist} ou [Métronome]{move:metronome}. "
196,9,"Steals the target’s move, if it’s self-targeted.","The next time a Pokémon uses a beneficial move on itself or itself and its ally this turn, the user of this move will steal the move and use it itself.  Moves which may be stolen by this move are identified by the ""snatchable"" flag.

If two Pokémon use this move on the same turn, the faster Pokémon will steal the first beneficial move, and the slower Pokémon will then steal it again—thus, only the slowest Pokémon using this move ultimately gains a stolen move’s effect.

If the user steals [Psych Up]{move:psych-up}, it will target the Pokémon that used [Psych Up]{move:psych-up}.  If the user was the original target of [Psych Up]{move:psych-up}, and the Pokémon that originally used it’s affected by [Pressure]{ability:pressure}, it will only lose 1 [PP]{mechanic:pp}.

This move cannot be copied by [Mirror Move]{move:mirror-move}, nor selected by [Assist]{move:assist} or [Metronome]{move:metronome}."
197,5,"Inflige plus de dégâts aux cibles plus lourdes, avec un maximum de 120 de puissance.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  La puissance augmente avec le poids en kilogrammes de la cible, jusqu'à un maximum de 120.

Poids de la cible | Puissance
--------------- | ----:
Jusqu'à 10kg      |    20
Jusqu'à 25kg      |    40
Jusqu'à 50kg      |    60
Jusqu'à 100kg     |    80
Jusqu'à 200kg     |   100
Plus de 200kg     |   120
"
197,9,"Inflicts more damage to heavier targets, with a maximum of 120 power.","Inflicts [regular damage]{mechanic:regular-damage}.  Power increases with the target’s weight in kilograms, to a maximum of 120.

Target’s weight | Power
--------------- | ----:
Up to 10kg      |    20
Up to 25kg      |    40
Up to 50kg      |    60
Up to 100kg     |    80
Up to 200kg     |   100
Above 200kg     |   120
"
198,5,A une $probabilité_d'effet% de chances d'infliger un effet de statut qui dépend du terrain.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  A une $probabilité_d'effet% de chances d'infliger un effet choisi selon le terrain.

Terrain                   | Effet
------------------------- | ------------------
Bâtiment                  | [Paralyse]{mechanic:paralyze} la cible
Grotte                      | [Apeure]{mechanic:flinch} la cible
Eaux profondes                | Diminue l'[Attaque]{mechanic:attack} de la cible d'un [niveau]{mechanic:stage}
Désert                    | Diminue la [précision]{mechanic:accuracy} de la cible d'un [niveau]{mechanic:stage}
Herbe                     | [Endort]{mechanic:sleep} la cible
Montagne                  | [Apeure]{mechanic:flinch} la cible
Route                      | Diminue la [précision]{mechanic:accuracy} de la cible d'un [niveau]{mechanic:stage}
Eaux peu profondes             | Diminue l'[Attaque]{mechanic:attack} de la cible d'un [niveau]{mechanic:stage}
Neige                      | [Gèle]{mechanic:freezes} la cible
Herbe haute                | [Endort]{mechanic:sleep} la cible

Dans Pokémon Battle Revolution :

Terrain        | Effet
-------------- | ------------------
Pleine-Lune      | [Paralyse]{mechanic:paralyze} la cible
Cristal        | [Apeure]{mechanic:flinch} la cible
Orée        | Diminue l'[Attaque]{mechanic:attack} de la cible d'un [niveau]{mechanic:stage}
Cratère-Ardent          | [Apeure]{mechanic:flinch} la cible
Grand-Rue    | [Paralyse]{mechanic:paralyze} la cible
Belvédère           | [Paralyse]{mechanic:paralyze} la cible
Ciel-Étoilé      | [Apeure]{mechanic:flinch} la cible
Belle-Saison     | [Endort]{mechanic:sleep} la cible
Crépuscule         | Diminue la [précision]{mechanic:accuracy} de la cible d'un [niveau]{mechanic:stage}
Hautes-Chutes      | [Endort]{mechanic:sleep} la cible
"
198,9,Has a $effect_chance% chance to inflict a status effect which depends upon the terrain.,"Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to inflict an effect chosen according to the terrain.

Terrain        | Effect
-------------- | -------------------------------------------------------------
Building       | [Paralyze]{mechanic:paralyze}s target
Cave           | Makes target [flinch]{mechanic:flinch}
Deep water     | Lowers target’s [Attack]{mechanic:attack} by one [stage]{mechanic:stage}
Desert         | Lowers target’s [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}
Grass          | Puts target to [sleep]{mechanic:sleep}
Mountain       | Makes target [flinch]{mechanic:flinch}
Road           | Lowers target’s [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}
Shallow water  | Lowers target’s [Attack]{mechanic:attack} by one [stage]{mechanic:stage}
Snow           | [Freezes]{mechanic:freezes} target
Tall grass     | Puts target to [sleep]{mechanic:sleep}

In Pokémon Battle Revolution:

Terrain        | Effect
-------------- | -------------------------------------------------------------
Courtyard      | [Paralyze]{mechanic:paralyze}s target
Crystal        | Makes target [flinch]{mechanic:flinch}
Gateway        | Lowers target’s [Attack]{mechanic:attack} by one [stage]{mechanic:stage}
Magma          | Makes target [flinch]{mechanic:flinch}
Main Street    | [Paralyze]{mechanic:paralyze}s target
Neon           | [Paralyze]{mechanic:paralyze}s target
Stargazer      | Makes target [flinch]{mechanic:flinch}
Sunny Park     | Puts target to [sleep]{mechanic:sleep}
Sunset         | Lowers target’s [accuracy]{mechanic:accuracy} by one [stage]{mechanic:stage}
Waterfall      | Puts target to [sleep]{mechanic:sleep}
"
199,5,Le lanceur reçoit 1/3 des dégâts infligés en contrecoup.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Le lanceur subit 1/3 des dégâts qu'il inflige en contrecoup.
199,9,User receives 1/3 the damage inflicted in recoil.,Inflicts [regular damage]{mechanic:regular-damage}.  User takes 1/3 the damage it inflicts in recoil.
200,5,Rend la cible confuse.,[Rend confus]{mechanic:confuse} toutes les cibles.
200,9,Confuses the target.,[Confuse]{mechanic:confuse}s all targets.
201,5,A une chance augmentée de coup critique et une $probabilité_d'effet% de chances de [brûler]{mechanic:burn} la cible.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Le taux de [coups critiques]{mechanic:critical-hit} du lanceur est un niveau plus grand en utilisant cette capacité. A une $probabilité_d'effet% de chances de [brûler]{mechanic:burn} la cible.
201,9,Has an increased chance for a critical hit and a $effect_chance% chance to [burn]{mechanic:burn} the target.,Inflicts [regular damage]{mechanic:regular-damage}.  User’s [critical hit]{mechanic:critical-hit} rate is one level higher when using this move. Has a $effect_chance% chance to [burn]{mechanic:burn} the target.
202,5,Divise par deux tous les dégâts de type Électrik.,"Les capacités [Électrik]{type:electric} infligent la moitié des dégâts, peu importe la cible.  Si le lanceur quitte le [terrain]{mechanic:field}, cet effet prend fin."
202,9,Halves all Electric-type damage.,"[Electric]{type:electric} moves inflict half damage, regardless of target.  If the user leaves the [field]{mechanic:field}, this effect ends."
203,5,A une $probabilité_d'effet% de chances d'empoisonner gravement la cible.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  A une $probabilité_d'effet% de chances d'[empoisonner gravement]{mechanic:badly-poison} la cible.
203,9,Has a $effect_chance% chance to badly poison the target.,Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [badly poison]{mechanic:badly-poison} the target.
204,5,"S'il y a une météo, cette capacité a une puissance doublée et prend le type de la météo.","Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Si une capacité de météo est active, cette capacité a une puissance double, et son type devient le type de la capacité de météo.  [Ciel Noir]{move:shadow-sky} est sans type aux fins de cette capacité."
204,9,"If there be weather, this move has doubled power and the weather’s type.","Inflicts [regular damage]{mechanic:regular-damage}.  If a weather move is active, this move has double power, and its type becomes the type of the weather move.  [Shadow Sky]{move:shadow-sky} is typeless for the purposes of this move."
205,5,Diminue l'Attaque Spéciale du lanceur de deux niveaux après avoir infligé des dégâts.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}, puis diminue l'[Attaque Spéciale]{mechanic:special-attack} du lanceur de deux [niveaux]{mechanic:stage}."
205,9,Lowers the user’s Special Attack by two stages after inflicting damage.,"Inflicts [regular damage]{mechanic:regular-damage}, then lowers the user’s [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}."
206,5,Diminue l'Attaque et la Défense du lanceur de la cible d'un niveau.,Diminue l'[Attaque]{mechanic:attack} et la [Défense]{mechanic:defense} de la cible d'un [niveau]{mechanic:stage}.
206,9,Lowers the target’s Attack and Defense by one stage.,Lowers the target’s [Attack]{mechanic:attack} and [Defense]{mechanic:defense} by one [stage]{mechanic:stage}.
207,5,Augmente la Défense et la Défense Spéciale du lanceur d'un niveau.,Augmente la [Défense]{mechanic:defense} et [Défense Spéciale]{mechanic:special-defense} du lanceur d'un [niveau]{mechanic:stage}.
207,9,Raises the user’s Defense and Special Defense by one stage.,Raises the user’s [Defense]{mechanic:defense} and [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.
208,5,Inflige des dégâts réguliers et peut frapper les utilisateurs de Rebond et Vol.,"Inflige des [dégâts réguliers]{mechanic:regular-damage}.  

Cette capacité peut frapper un Pokémon sous l'effet de [Rebond]{move:bounce}, [Vol]{move:fly}, ou [Chute Libre]{move:sky-drop}."
208,9,Inflicts regular damage and can hit Bounce and Fly users.,"Inflicts [regular damage]{mechanic:regular-damage}.

This move can hit Pokémon under the effect of [Bounce]{move:bounce}, [Fly]{move:fly}, or [Sky Drop]{move:sky-drop}."
209,5,Augmente l'Attaque et la Défense du lanceur d'un niveau.,Augmente l'[Attaque]{mechanic:attack} et [Défense]{mechanic:defense} du lanceur d'un [niveau]{mechanic:stage} chacune.
209,9,Raises the user’s Attack and Defense by one stage.,Raises the user’s [Attack]{mechanic:attack} and [Defense]{mechanic:defense} by one [stage]{mechanic:stage} each.
210,5,A une chance augmentée de coup critique et une $probabilité_d'effet% de chances d'empoisonner la cible.,Inflige des [dégâts réguliers]{mechanic:regular-damage}.  Le taux de [coups critiques]{mechanic:critical-hit} est un niveau plus grand en utilisant cette capacité. A une $probabilité_d'effet% de chances d'[empoisonner]{mechanic:poison} la cible.
210,9,Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.,Inflicts [regular damage]{mechanic:regular-damage}.  User’s [critical hit]{mechanic:critical-hit} rate is one level higher when using this move. Has a $effect_chance% chance to [poison]{mechanic:poison} the target.
211,5,Divise par deux tous les dégâts de type Feu.,"Les capacités [Feu]{type:fire} infligent la moitié des dégâts, peu importe la cible.  Si le lanceur quitte le [terrain]{mechanic:field}, cet effet prend fin."
211,9,Halves all Fire-type damage.,"[Fire]{type:fire} moves inflict half damage, regardless of target.  If the user leaves the [field]{mechanic:field}, this effect ends."
212,5,Augmente l'Attaque Spéciale et la Défense Spéciale du lanceur d'un niveau.,Augmente l'[Attaque Spéciale]{mechanic:special-attack} et [Défense Spéciale]{mechanic:special-defense} du lanceur d'un [niveau]{mechanic:stage} chacune.
212,9,Raises the user’s Special Attack and Special Defense by one stage.,Raises the user’s [Special Attack]{mechanic:special-attack} and [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage} each.
213,5,Augmente l'Attaque et la Vitesse du lanceur d'un niveau.,Augmente l'[Attaque]{mechanic:attack} et [Vitesse]{mechanic:speed} du lanceur d'un [niveau]{mechanic:stage} chacune.
213,9,Raises the user’s Attack and Speed by one stage.,Raises the user’s [Attack]{mechanic:attack} and [Speed]{mechanic:speed} by one [stage]{mechanic:stage} each.
