species_id,pokemon_id,pokedex_id,pokedex_number
338,338,4,126
338,338,9,215
338,338,13,13
338,338,15,131
338,338,27,363
339,339,1,339
339,339,4,127
339,339,5,80
339,339,6,80
339,339,14,40
339,339,15,132
339,339,16,93
339,339,17,93
339,339,18,36
339,339,20,43
339,339,21,113
339,339,22,113
339,339,23,36
339,339,25,55
339,339,27,228
339,339,28,137
339,339,29,60
339,339,30,97
339,339,31,168
339,339,32,162
340,340,1,340
340,340,4,128
340,340,5,81
340,340,6,81
340,340,14,41
340,340,15,133
340,340,16,94
340,340,17,94
340,340,18,37
340,340,20,44
340,340,21,114
340,340,22,114
340,340,23,37
340,340,25,56
340,340,27,229
340,340,28,138
340,340,29,61
340,340,30,98
340,340,31,169
340,340,32,163
341,341,1,341
341,341,4,129
341,341,9,279
341,341,12,51
341,341,15,134
341,341,21,357
341,341,25,104
341,341,27,102
341,341,28,91
341,341,32,11
342,342,1,342
342,342,4,130
342,342,9,280
342,342,12,52
342,342,15,135
342,342,21,358
342,342,25,105
342,342,27,103
342,342,28,92
342,342,32,12
343,343,1,343
343,343,4,131
343,343,9,169
343,343,15,136
343,343,21,310
343,343,24,131
343,343,27,82
343,343,29,151
344,344,1,344
344,344,4,132
344,344,9,170
344,344,15,137
344,344,21,311
344,344,24,132
344,344,27,83
344,344,29,152
345,345,1,345
345,345,4,133
345,345,15,138
345,345,21,231
345,345,23,132
345,345,29,183
346,346,1,346
346,346,4,134
346,346,15,139
346,346,21,232
346,346,23,133
346,346,29,184
347,347,1,347
347,347,4,135
347,347,11,171
347,347,15,140
347,347,21,233
347,347,23,134
347,347,29,185
348,348,1,348
348,348,4,136
348,348,11,172
348,348,15,141
348,348,21,234
348,348,23,135
348,348,29,186
349,349,1,349
349,349,4,140
349,349,5,138
349,349,6,138
349,349,15,145
349,349,16,155
349,349,18,82
349,349,21,189
349,349,23,90
349,349,27,152
349,349,29,188
349,349,32,158
350,350,1,350
350,350,4,141
350,350,5,139
350,350,6,139
350,350,15,146
350,350,16,156
350,350,18,83
350,350,21,190
350,350,23,91
350,350,27,153
350,350,29,189
350,350,32,159
351,351,1,351
351,351,4,142
351,351,9,163
351,351,15,147
351,351,16,181
351,351,18,108
351,351,19,77
351,351,20,69
351,351,21,220
351,351,23,121
351,351,24,84
351,351,25,82
352,352,1,352
352,352,4,145
352,352,12,116
352,352,15,150
352,352,21,214
352,352,23,115
353,353,1,353
353,353,4,146
353,353,9,210
353,353,14,122
353,353,15,151
353,353,21,316
353,353,24,137
353,353,31,298
354,354,1,354
354,354,4,147
354,354,9,211
354,354,14,123
354,354,15,152
354,354,21,317
354,354,24,138
354,354,31,299
355,355,1,355
355,355,4,148
355,355,6,189
355,355,11,69
355,355,15,153
355,355,27,135
355,355,30,158
355,355,32,139
356,356,1,356
356,356,4,149
356,356,6,190
356,356,11,70
356,356,15,154
356,356,27,136
356,356,30,159
356,356,32,140
357,357,1,357
357,357,4,150
357,357,6,185
357,357,9,288
357,357,15,156
357,357,21,354
357,357,25,101
357,357,31,246
358,358,1,358
358,358,4,151
358,358,5,83
358,358,6,83
358,358,11,53
358,358,13,112
358,358,15,158
358,358,30,196
358,358,32,143
359,359,1,359
359,359,4,152
359,359,6,209
359,359,9,216
359,359,13,9
359,359,15,159
359,359,16,245
359,359,19,117
359,359,21,322
359,359,24,143
359,359,29,107
360,360,1,360
360,360,4,160
360,360,13,118
360,360,15,167
360,360,27,216
361,361,1,361
361,361,4,171
361,361,6,206
361,361,11,93
361,361,15,179
361,361,16,246
361,361,19,118
361,361,21,323
361,361,24,144
361,361,27,79
361,361,29,25
361,361,30,205
361,361,31,357
361,361,32,172
362,362,1,362
362,362,4,172
362,362,6,207
362,362,11,94
362,362,15,180
362,362,16,247
362,362,19,119
362,362,21,324
362,362,24,145
362,362,27,80
362,362,29,26
362,362,30,206
362,362,31,358
362,362,32,173
363,363,1,363
363,363,4,173
363,363,9,243
363,363,11,60
363,363,15,182
363,363,29,159
363,363,30,143
364,364,1,364
364,364,4,174
364,364,9,244
364,364,11,61
364,364,15,183
364,364,29,160
364,364,30,144
365,365,1,365
365,365,4,175
365,365,9,245
365,365,11,62
365,365,15,184
365,365,29,161
365,365,30,145
366,366,1,366
366,366,4,176
366,366,13,141
366,366,15,185
366,366,21,140
366,366,22,140
366,366,24,61
367,367,1,367
367,367,4,177
367,367,13,142
367,367,15,186
367,367,21,141
367,367,22,141
367,367,24,62
368,368,1,368
368,368,4,178
368,368,13,143
368,368,15,187
368,368,21,142
368,368,22,142
368,368,24,63
369,369,1,369
369,369,4,179
369,369,13,42
369,369,15,188
369,369,16,262
369,369,20,77
369,369,21,343
369,369,25,90
369,369,29,187
370,370,1,370
370,370,4,183
370,370,13,29
370,370,15,192
370,370,16,111
370,370,17,111
370,370,18,43
370,370,21,134
370,370,22,134
370,370,23,43
370,370,31,332
370,370,33,82
371,371,1,371
371,371,4,187
371,371,13,14
371,371,15,196
371,371,16,117
371,371,17,117
371,371,21,147
371,371,22,147
371,371,29,113
371,371,31,276
372,372,1,372
372,372,4,188
372,372,13,15
372,372,15,197
372,372,16,118
372,372,17,118
372,372,21,148
372,372,22,148
372,372,29,114
372,372,31,277
373,373,1,373
373,373,4,189
373,373,13,16
373,373,15,198
373,373,16,119
373,373,17,119
373,373,21,149
373,373,22,149
373,373,29,115
373,373,31,278
374,374,1,374
374,374,4,190
374,374,9,262
374,374,11,82
374,374,15,199
374,374,16,214
374,374,19,86
374,374,21,278
374,374,24,99
374,374,29,129
374,374,33,137
375,375,1,375
375,375,4,191
375,375,9,263
375,375,11,83
375,375,15,200
375,375,16,215
375,375,19,87
375,375,21,279
375,375,24,100
375,375,29,130
375,375,33,138
376,376,1,376
376,376,4,192
376,376,9,264
376,376,11,84
376,376,15,201
376,376,16,216
376,376,19,88
376,376,21,280
376,376,24,101
376,376,29,131
376,376,33,139
377,377,1,377
377,377,4,193
377,377,15,202
377,377,29,197
378,378,1,378
378,378,4,194
378,378,15,203
378,378,29,198
379,379,1,379
379,379,4,195
379,379,11,193
379,379,15,204
379,379,29,199
380,380,1,380
380,380,4,196
380,380,15,205
381,381,1,381
381,381,4,197
381,381,15,206
382,382,1,382
382,382,4,198
382,382,15,207
383,383,1,383
383,383,4,199
383,383,11,194
383,383,15,208
384,384,1,384
384,384,4,200
384,384,11,200
384,384,15,209
385,385,1,385
385,385,4,201
385,385,15,210
386,386,1,386
386,386,4,202
386,386,15,211
387,387,1,387
387,387,5,1
387,387,6,1
387,387,30,130
387,387,33,191
388,388,1,388
388,388,5,2
388,388,6,2
388,388,30,131
388,388,33,192
389,389,1,389
389,389,5,3
389,389,6,3
389,389,30,132
389,389,33,193
390,390,1,390
390,390,5,4
390,390,6,4
390,390,11,115
390,390,30,61
390,390,33,194
391,391,1,391
391,391,5,5
391,391,6,5
391,391,11,116
391,391,30,62
391,391,33,195
392,392,1,392
392,392,5,6
392,392,6,6
392,392,11,117
392,392,30,63
392,392,33,196
393,393,1,393
393,393,5,7
393,393,6,7
393,393,11,133
393,393,30,161
393,393,33,197
394,394,1,394
394,394,5,8
394,394,6,8
394,394,11,134
394,394,30,162
394,394,33,198
395,395,1,395
395,395,5,9
395,395,6,9
395,395,11,135
395,395,30,163
395,395,33,199
396,396,1,396
396,396,5,10
396,396,6,10
396,396,11,26
396,396,13,99
396,396,30,12
396,396,31,97
396,396,32,28
397,397,1,397
397,397,5,11
397,397,6,11
397,397,11,27
397,397,13,100
397,397,30,13
397,397,31,98
397,397,32,29
398,398,1,398
398,398,5,12
398,398,6,12
398,398,11,28
398,398,13,101
398,398,30,14
398,398,31,99
398,398,32,30
399,399,1,399
399,399,5,13
399,399,6,13
399,399,11,29
399,399,12,38
399,399,30,10
400,400,1,400
400,400,5,14
400,400,6,14
400,400,11,30
400,400,12,39
400,400,30,11
401,401,1,401
401,401,5,15
401,401,6,15
401,401,30,39
401,401,31,33
401,401,32,61
402,402,1,402
402,402,5,16
402,402,6,16
402,402,30,40
402,402,31,34
402,402,32,62
403,403,1,403
403,403,5,17
403,403,6,17
403,403,11,34
403,403,28,25
403,403,30,15
403,403,31,94
403,403,32,109
404,404,1,404
404,404,5,18
404,404,6,18
404,404,11,35
404,404,28,26
404,404,30,16
404,404,31,95
404,404,32,110
405,405,1,405
405,405,5,19
405,405,6,19
405,405,11,36
405,405,28,27
405,405,30,17
405,405,31,96
405,405,32,111
406,406,1,406
406,406,5,25
406,406,6,25
406,406,9,133
406,406,12,71
406,406,15,97
406,406,27,59
406,406,30,89
407,407,1,407
407,407,5,27
407,407,6,27
407,407,9,135
407,407,12,73
407,407,15,99
407,407,27,61
407,407,30,91
408,408,1,408
408,408,5,36
408,408,6,36
408,408,16,188
408,408,18,115
408,408,21,235
408,408,23,136
408,408,30,208
408,408,33,107
409,409,1,409
409,409,5,37
409,409,6,37
409,409,16,189
409,409,18,116
409,409,21,236
409,409,23,137
409,409,30,209
409,409,33,108
410,410,1,410
410,410,5,38
410,410,6,38
410,410,11,163
410,410,16,190
410,410,18,117
410,410,21,237
410,410,23,138
410,410,30,210
410,410,33,109
411,411,1,411
411,411,5,39
411,411,6,39
411,411,11,164
411,411,16,191
411,411,18,118
411,411,21,238
411,411,23,139
411,411,30,211
411,411,33,110
412,412,1,412
412,412,5,45
412,412,6,45
412,412,12,44
412,412,30,43
413,413,1,413
413,413,5,46
413,413,6,46
413,413,12,45
413,413,30,44
414,414,1,414
414,414,5,47
414,414,6,47
414,414,12,46
414,414,30,45
415,415,1,415
415,415,5,53
415,415,6,53
415,415,9,142
415,415,12,76
415,415,27,116
415,415,28,203
415,415,30,70
415,415,31,38
416,416,1,416
416,416,5,54
416,416,6,54
416,416,9,143
416,416,12,77
416,416,27,117
416,416,28,204
416,416,30,71
416,416,31,39
417,417,1,417
417,417,5,55
417,417,6,55
417,417,13,132
417,417,30,109
417,417,31,201
417,417,32,63
418,418,1,418
418,418,5,56
418,418,6,56
418,418,9,149
418,418,14,58
418,418,30,41
418,418,31,51
419,419,1,419
419,419,5,57
419,419,6,57
419,419,9,150
419,419,14,59
419,419,30,42
419,419,31,52
420,420,1,420
420,420,5,58
420,420,6,58
420,420,27,128
420,420,30,66
421,421,1,421
421,421,5,59
421,421,6,59
421,421,27,129
421,421,30,67
422,422,1,422
422,422,5,60
422,422,6,60
422,422,16,260
422,422,20,75
422,422,21,341
422,422,25,88
422,422,27,230
422,422,30,82
422,422,31,327
423,423,1,423
423,423,5,61
423,423,6,61
423,423,16,261
423,423,20,76
423,423,21,342
423,423,25,89
423,423,27,231
423,423,30,83
423,423,31,328
424,424,1,424
424,424,5,64
424,424,6,64
424,424,7,124
424,424,21,369
424,424,25,116
424,424,30,79
424,424,32,48
425,425,1,425
425,425,5,65
425,425,6,65
425,425,9,208
425,425,11,167
425,425,13,1
425,425,16,64
425,425,17,64
425,425,21,76
425,425,22,76
425,425,27,124
425,425,28,135
425,425,30,37
425,425,31,143
426,426,1,426
426,426,5,66
426,426,6,66
426,426,9,209
426,426,11,168
426,426,13,2
426,426,16,65
426,426,17,65
426,426,21,77
426,426,22,77
426,426,27,125
426,426,28,136
426,426,30,38
426,426,31,144
427,427,1,427
427,427,5,67
427,427,6,67
427,427,9,80
427,427,21,24
427,427,22,24
427,427,25,8
427,427,28,4
427,427,30,64
428,428,1,428
428,428,5,68
428,428,6,68
428,428,9,81
428,428,21,25
428,428,22,25
428,428,25,9
428,428,28,5
428,428,30,65
429,429,1,429
429,429,5,73
429,429,6,73
429,429,11,184
429,429,16,67
429,429,17,67
429,429,21,373
429,429,25,120
429,429,30,198
429,429,31,115
430,430,1,430
430,430,5,75
430,430,6,75
430,430,14,52
430,430,16,278
430,430,20,93
430,430,21,79
430,430,22,79
430,430,30,141
430,430,31,233
431,431,1,431
431,431,5,76
431,431,6,76
431,431,30,152
432,432,1,432
432,432,5,77
432,432,6,77
432,432,30,153
433,433,1,433
433,433,5,82
433,433,6,82
433,433,11,52
433,433,13,111
433,433,15,157
433,433,30,195
433,433,32,142
434,434,1,434
434,434,5,84
434,434,6,84
434,434,13,102
434,434,27,130
434,434,30,110
434,434,31,226
435,435,1,435
435,435,5,85
435,435,6,85
435,435,13,103
435,435,27,131
435,435,30,111
435,435,31,227
436,436,1,436
436,436,5,88
436,436,6,88
436,436,9,250
436,436,27,118
436,436,29,87
436,436,30,180
436,436,31,153
436,436,32,154
437,437,1,437
437,437,5,89
437,437,6,89
437,437,9,251
437,437,27,119
437,437,29,88
437,437,30,181
437,437,31,154
437,437,32,155
438,438,1,438
438,438,5,92
438,438,6,92
438,438,14,129
438,438,16,30
438,438,17,30
438,438,18,14
438,438,21,37
438,438,22,37
438,438,23,14
438,438,27,252
438,438,30,123
438,438,31,87
438,438,32,83
439,439,1,439
439,439,5,94
439,439,6,94
439,439,13,113
439,439,21,59
439,439,22,59
439,439,27,364
439,439,29,10
439,439,30,76
440,440,1,440
440,440,5,96
440,440,6,96
440,440,16,32
440,440,17,32
440,440,18,16
440,440,19,15
440,440,20,8
440,440,21,39
440,440,22,39
440,440,23,16
440,440,24,15
440,440,25,15
440,440,28,6
440,440,30,86
440,440,31,43
440,440,33,16
441,441,1,441
441,441,5,102
441,441,6,102
441,441,13,138
441,441,30,157
442,442,1,442
442,442,5,108
442,442,6,108
442,442,11,187
442,442,29,47
442,442,30,139
442,442,31,302
443,443,1,443
443,443,5,109
443,443,6,109
443,443,11,85
443,443,14,6
443,443,16,238
443,443,19,110
443,443,21,307
443,443,24,128
443,443,29,116
443,443,30,187
443,443,31,126
443,443,32,164
444,444,1,444
444,444,5,110
444,444,6,110
444,444,11,86
444,444,14,7
444,444,16,239
444,444,19,111
444,444,21,308
444,444,24,129
444,444,29,117
444,444,30,188
444,444,31,127
444,444,32,165
445,445,1,445
445,445,5,111
445,445,6,111
445,445,11,87
445,445,14,8
445,445,16,240
445,445,19,112
445,445,21,309
445,445,24,130
445,445,29,118
445,445,30,189
445,445,31,128
445,445,32,166
446,446,1,446
446,446,5,112
446,446,6,112
446,446,11,178
446,446,12,138
446,446,16,35
446,446,17,35
446,446,21,42
446,446,22,42
446,446,27,260
446,446,29,172
446,446,30,51
446,446,32,102
447,447,1,447
447,447,5,115
447,447,6,115
447,447,9,33
447,447,11,50
447,447,12,62
447,447,16,279
447,447,20,94
447,447,21,377
447,447,25,124
447,447,27,298
447,447,29,134
447,447,30,223
447,447,31,163
447,447,32,64
448,448,1,448
448,448,5,116
448,448,6,116
448,448,9,34
448,448,11,51
448,448,12,63
448,448,16,280
448,448,20,95
448,448,21,378
448,448,25,125
448,448,27,299
448,448,29,135
448,448,30,224
448,448,31,164
448,448,32,65
449,449,1,449
449,449,5,122
449,449,6,122
449,449,13,48
449,449,27,314
449,449,30,107
449,449,31,265
450,450,1,450
450,450,5,123
450,450,6,123
450,450,13,49
450,450,27,315
450,450,30,108
450,450,31,266
451,451,1,451
451,451,5,127
451,451,6,127
451,451,9,201
451,451,11,156
451,451,14,15
451,451,27,285
451,451,28,50
451,451,30,148
452,452,1,452
452,452,5,128
452,452,6,128
452,452,9,202
452,452,11,157
452,452,14,16
452,452,27,286
452,452,28,51
452,452,30,149
453,453,1,453
453,453,5,129
453,453,6,129
453,453,9,290
453,453,11,88
453,453,12,125
453,453,27,222
453,453,28,82
453,453,30,99
453,453,31,175
454,454,1,454
454,454,5,130
454,454,6,130
454,454,9,291
454,454,11,89
454,454,12,126
454,454,27,223
454,454,28,83
454,454,30,100
454,454,31,176
455,455,1,455
455,455,5,131
455,455,6,131
455,455,9,289
455,455,11,186
455,455,14,29
455,455,30,92
456,456,1,456
456,456,5,134
456,456,6,134
456,456,16,108
456,456,17,108
456,456,18,40
456,456,19,55
456,456,20,57
456,456,21,131
456,456,22,131
456,456,23,40
456,456,24,58
456,456,25,69
456,456,30,172
456,456,31,333
456,456,33,83
457,457,1,457
457,457,5,135
457,457,6,135
457,457,16,109
457,457,17,109
457,457,18,41
457,457,19,56
457,457,20,58
457,457,21,132
457,457,22,132
457,457,23,41
457,457,24,59
457,457,25,70
457,457,30,173
457,457,31,334
457,457,33,84
458,458,1,458
458,458,5,140
458,458,6,140
458,458,9,233
458,458,13,139
458,458,21,145
458,458,22,145
458,458,23,49
458,458,27,354
458,458,28,46
458,458,30,164
459,459,1,459
459,459,5,142
459,459,6,142
459,459,14,88
459,459,27,96
459,459,29,31
459,459,30,217
459,459,31,352
459,459,33,159
460,460,1,460
460,460,5,143
460,460,6,143
460,460,14,89
460,460,27,97
460,460,29,32
460,460,30,218
460,460,31,353
460,460,33,160
461,461,1,461
461,461,5,145
461,461,6,145
461,461,9,253
461,461,11,182
461,461,14,92
461,461,16,250
461,461,19,122
461,461,21,327
461,461,24,148
461,461,27,293
461,461,29,29
461,461,30,204
461,461,31,231
461,461,32,171
462,462,1,462
462,462,6,180
462,462,9,50
462,462,14,71
462,462,15,86
462,462,16,49
462,462,17,49
462,462,19,27
462,462,21,56
462,462,22,56
462,462,24,27
462,462,28,107
462,462,30,179
462,462,31,211
462,462,33,118
463,463,1,463
463,463,6,162
463,463,7,181
463,463,9,285
463,463,14,135
463,463,21,376
463,463,25,123
463,463,28,55
463,463,30,126
464,464,1,464
464,464,6,188
464,464,11,162
464,464,13,52
464,464,15,178
464,464,27,266
464,464,28,185
464,464,30,122
464,464,33,7
465,465,1,465
465,465,6,182
465,465,7,183
465,465,9,218
465,465,28,81
465,465,30,96
466,466,1,466
466,466,6,199
466,466,9,58
466,466,16,228
466,466,19,100
466,466,21,297
466,466,24,118
466,466,29,17
466,466,30,184
466,466,33,12
467,467,1,467
467,467,6,202
467,467,9,55
467,467,16,168
467,467,18,95
467,467,21,202
467,467,23,103
467,467,29,20
467,467,30,176
467,467,33,15
468,468,1,468
468,468,6,175
468,468,27,259
468,468,30,129
469,469,1,469
469,469,6,184
469,469,7,102
469,469,9,287
469,469,13,88
469,469,30,106
469,469,32,4
470,470,1,470
470,470,6,169
470,470,9,97
470,470,11,7
470,470,13,83
470,470,16,129
470,470,18,56
470,470,21,159
470,470,23,60
470,470,27,202
470,470,29,81
470,470,30,31
470,470,31,185
471,471,1,471
471,471,6,170
471,471,9,98
471,471,11,8
471,471,13,84
471,471,16,130
471,471,18,57
471,471,21,160
471,471,23,61
471,471,27,203
471,471,29,80
471,471,30,32
471,471,31,186
472,472,1,472
472,472,6,154
472,472,9,222
472,472,14,116
472,472,30,186
472,472,32,122
473,473,1,473
473,473,6,205
473,473,7,197
473,473,9,260
473,473,14,78
473,473,27,77
473,473,29,9
473,473,30,214
473,473,32,52
474,474,1,474
474,474,6,194
474,474,16,219
474,474,19,91
474,474,21,283
474,474,24,104
474,474,28,210
474,474,30,135
474,474,33,131
475,475,1,475
475,475,6,160
475,475,11,12
475,475,12,67
475,475,15,32
475,475,27,123
475,475,28,37
475,475,30,104
475,475,31,65
475,475,32,60
476,476,1,476
476,476,6,156
476,476,9,165
476,476,13,94
476,476,15,62
476,476,16,199
476,476,18,126
476,476,21,255
476,476,23,156
476,476,30,191
476,476,32,108
477,477,1,477
477,477,6,191
477,477,11,71
477,477,15,155
477,477,27,137
477,477,30,160
477,477,32,141
478,478,1,478
478,478,6,208
478,478,11,95
478,478,15,181
478,478,16,248
478,478,19,120
478,478,21,325
478,478,24,146
478,478,27,81
478,478,29,27
478,478,30,207
478,478,31,359
478,478,32,174
479,479,1,479
479,479,6,152
479,479,14,68
479,479,27,372
479,479,30,194
479,479,31,310
479,479,33,41
480,480,1,480
480,480,5,146
480,480,6,146
480,480,30,225
481,481,1,481
481,481,5,147
481,481,6,147
481,481,30,226
482,482,1,482
482,482,5,148
482,482,6,148
482,482,30,227
483,483,1,483
483,483,5,149
483,483,6,149
483,483,11,195
483,483,30,235
484,484,1,484
484,484,5,150
484,484,6,150
484,484,30,236
485,485,1,485
485,485,30,228
486,486,1,486
486,486,30,229
487,487,1,487
487,487,6,210
487,487,30,237
488,488,1,488
488,488,30,230
489,489,1,489
489,489,30,239
490,490,1,490
490,490,5,151
490,490,6,151
490,490,30,240
491,491,1,491
491,491,30,242
492,492,1,492
492,492,30,241
493,493,1,493
493,493,11,199
493,493,30,238
494,494,1,494
494,494,8,0
494,494,9,0
495,495,1,495
495,495,8,1
495,495,9,1
495,495,11,118
495,495,33,200
496,496,1,496
496,496,8,2
496,496,9,2
496,496,11,119
496,496,33,201
497,497,1,497
497,497,8,3
497,497,9,3
497,497,11,120
497,497,33,202
498,498,1,498
498,498,8,4
498,498,9,4
498,498,11,121
498,498,33,203
499,499,1,499
499,499,8,5
499,499,9,5
499,499,11,122
499,499,33,204
500,500,1,500
500,500,8,6
500,500,9,6
500,500,11,123
500,500,33,205
501,501,1,501
501,501,8,7
501,501,9,7
501,501,11,106
501,501,30,7
501,501,33,206
502,502,1,502
502,502,8,8
502,502,9,8
502,502,11,107
502,502,30,8
502,502,33,207
503,503,1,503
503,503,8,9
503,503,9,9
503,503,11,108
503,10236,30,9
503,503,33,208
504,504,1,504
504,504,8,10
504,504,9,10
504,504,14,46
505,505,1,505
505,505,8,11
505,505,9,11
505,505,14,47
506,506,1,506
506,506,8,12
506,506,9,22
506,506,16,120
506,506,18,47
506,506,21,150
506,506,23,51
506,506,28,113
507,507,1,507
507,507,8,13
507,507,9,23
507,507,16,121
507,507,18,48
507,507,21,151
507,507,23,52
507,507,28,114
508,508,1,508
508,508,8,14
508,508,9,24
508,508,16,122
508,508,18,49
508,508,21,152
508,508,23,53
508,508,28,115
509,509,1,509
509,509,8,15
509,509,9,12
509,509,14,42
509,509,27,44
510,510,1,510
510,510,8,16
510,510,9,13
510,510,14,43
510,510,27,45
511,511,1,511
511,511,8,17
511,511,9,37
511,511,11,136
511,511,12,29
512,512,1,512
512,512,8,18
512,512,9,38
512,512,11,137
512,512,12,30
513,513,1,513
513,513,8,19
513,513,9,39
513,513,11,138
513,513,12,31
514,514,1,514
514,514,8,20
514,514,9,40
514,514,11,139
514,514,12,32
515,515,1,515
515,515,8,21
515,515,9,41
515,515,11,140
515,515,12,33
516,516,1,516
516,516,8,22
516,516,9,42
516,516,11,141
516,516,12,34
517,517,1,517
517,517,8,23
517,517,9,86
517,517,11,72
517,517,27,90
518,518,1,518
518,518,8,24
518,518,9,87
518,518,11,73
518,518,27,91
519,519,1,519
519,519,8,25
519,519,9,14
519,519,27,26
520,520,1,520
520,520,8,26
520,520,9,15
520,520,27,27
521,521,1,521
521,521,8,27
521,521,9,16
521,521,27,28
522,522,1,522
522,522,8,28
522,522,9,147
522,522,11,74
522,522,33,23
523,523,1,523
523,523,8,29
523,523,9,148
523,523,11,75
523,523,33,24
524,524,1,524
524,524,8,30
524,524,9,68
524,524,11,40
524,524,13,120
524,524,16,98
524,524,17,98
524,524,20,48
524,524,21,120
524,524,22,120
524,524,25,60
524,524,27,168
524,524,28,154
525,525,1,525
525,525,8,31
525,525,9,69
525,525,11,41
525,525,13,121
525,525,16,99
525,525,17,99
525,525,20,49
525,525,21,121
525,525,22,121
525,525,25,61
525,525,27,169
525,525,28,155
526,526,1,526
526,526,8,32
526,526,9,70
526,526,11,42
526,526,13,122
526,526,16,100
526,526,17,100
526,526,20,50
526,526,21,122
526,526,22,122
526,526,25,62
526,526,27,170
526,526,28,156
527,527,1,527
527,527,8,33
527,527,9,66
527,527,13,55
527,527,27,174
527,527,28,151
528,528,1,528
528,528,8,34
528,528,9,67
528,528,13,56
528,528,27,175
528,528,28,152
529,529,1,529
529,529,8,35
529,529,9,76
529,529,11,152
529,529,27,166
529,529,33,99
530,530,1,530
530,530,8,36
530,530,9,77
530,530,11,153
530,530,27,167
530,530,33,100
531,531,1,531
531,531,8,37
531,531,9,36
531,531,11,185
531,531,12,123
531,531,29,21
532,532,1,532
532,532,8,38
532,532,9,73
532,532,11,101
532,532,14,93
532,532,27,171
532,532,29,57
532,532,32,85
533,533,1,533
533,533,8,39
533,533,9,74
533,533,11,102
533,533,14,94
533,533,27,172
533,533,29,58
533,533,32,86
534,534,1,534
534,534,8,40
534,534,9,75
534,534,11,103
534,534,14,95
534,534,27,173
534,534,29,59
534,534,32,87
535,535,1,535
535,535,8,41
535,535,9,228
535,535,27,132
536,536,1,536
536,536,8,42
536,536,9,229
536,536,27,133
537,537,1,537
537,537,8,43
537,537,9,230
537,537,27,134
538,538,1,538
538,538,8,44
538,538,9,267
538,538,13,97
538,538,27,248
539,539,1,539
539,539,8,45
539,539,9,268
539,539,13,98
539,539,27,249
540,540,1,540
540,540,8,46
540,540,9,17
540,540,11,124
540,540,32,13
541,541,1,541
541,541,8,47
541,541,9,18
541,541,11,125
541,541,32,14
542,542,1,542
542,542,8,48
542,542,9,19
542,542,11,126
542,542,32,15
543,543,1,543
543,543,8,49
543,543,9,43
543,543,11,31
543,543,12,120
543,543,28,74
544,544,1,544
544,544,8,50
544,544,9,44
544,544,11,32
544,544,12,121
544,544,28,75
545,545,1,545
545,545,8,51
545,545,9,45
545,545,11,33
545,545,12,122
545,545,28,76
546,546,1,546
546,546,8,52
546,546,9,82
546,546,11,48
546,546,16,87
546,546,17,87
546,546,19,47
546,546,20,37
546,546,21,105
546,546,22,105
546,546,24,50
546,546,25,49
546,546,27,262
546,546,29,168
546,546,33,56
547,547,1,547
547,547,8,53
547,547,9,83
547,547,11,49
547,547,16,88
547,547,17,88
547,547,19,48
547,547,20,38
547,547,21,106
547,547,22,106
547,547,24,51
547,547,25,50
547,547,27,263
547,547,29,169
547,547,33,57
548,548,1,548
548,548,8,54
548,548,9,84
548,548,11,43
548,548,16,85
548,548,17,85
548,548,19,45
548,548,20,35
548,548,21,103
548,548,22,103
548,548,24,48
548,548,25,47
548,548,28,201
548,548,30,93
548,548,31,104
548,548,32,66
549,549,1,549
549,549,8,55
549,549,9,85
549,549,11,44
549,549,16,86
549,549,17,86
549,549,19,46
549,549,20,36
549,549,21,104
549,549,22,104
549,549,24,49
549,549,25,48
549,549,28,202
549,10237,30,94
549,549,31,105
549,549,32,67
550,550,1,550
550,550,8,56
550,550,9,104
550,550,14,60
550,550,21,188
550,550,23,89
550,550,24,80
550,550,25,75
550,550,27,154
550,550,29,64
550,10247,30,166
550,550,31,138
550,10247,32,194
551,551,1,551
551,551,8,57
551,551,9,99
551,551,11,66
551,551,13,43
551,551,16,232
551,551,19,104
551,551,21,301
551,551,24,122
551,551,28,176
551,551,31,267
551,551,33,27
552,552,1,552
552,552,8,58
552,552,9,100
552,552,11,67
552,552,13,44
552,552,16,233
552,552,19,105
552,552,21,302
552,552,24,123
552,552,28,177
552,552,31,268
552,552,33,28
553,553,1,553
553,553,8,59
553,553,9,101
553,553,11,68
553,553,13,45
553,553,16,234
553,553,19,106
553,553,21,303
553,553,24,124
553,553,28,178
553,553,31,269
553,553,33,29
554,554,1,554
554,554,8,60
554,554,9,102
554,554,11,142
554,10176,27,367
554,10176,29,103
555,555,1,555
555,555,8,61
555,555,9,103
555,555,11,143
555,10177,27,368
555,10177,29,104
556,556,1,556
556,556,8,62
556,556,9,119
556,556,27,296
557,557,1,557
557,557,8,63
557,557,9,115
557,557,13,23
557,557,27,86
557,557,28,122
558,558,1,558
558,558,8,64
558,558,9,116
558,558,13,24
558,558,27,87
558,558,28,123
559,559,1,559
559,559,8,65
559,559,9,117
559,559,11,165
559,559,12,100
559,559,21,335
559,559,24,156
559,559,27,224
559,559,28,161
559,559,33,121
560,560,1,560
560,560,8,66
560,560,9,118
560,560,11,166
560,560,12,101
560,560,21,336
560,560,24,157
560,560,27,225
560,560,28,162
560,560,33,122
561,561,1,561
561,561,8,67
561,561,9,120
561,561,13,90
561,561,27,297
562,562,1,562
562,562,8,68
562,562,9,124
562,10179,27,327
563,563,1,563
563,563,8,69
563,563,9,125
563,563,27,329
564,564,1,564
564,564,8,70
564,564,9,126
