pokemon_id,stat_id,base_stat,effort
583,1,51,0
583,2,65,0
583,3,65,0
583,4,80,2
583,5,75,0
583,6,59,0
584,1,71,0
584,2,95,0
584,3,85,0
584,4,110,3
584,5,95,0
584,6,79,0
585,1,60,0
585,2,60,0
585,3,50,0
585,4,40,0
585,5,50,0
585,6,75,1
586,1,80,0
586,2,100,2
586,3,70,0
586,4,60,0
586,5,70,0
586,6,95,0
587,1,55,0
587,2,75,0
587,3,60,0
587,4,75,0
587,5,60,0
587,6,103,2
588,1,50,0
588,2,75,1
588,3,45,0
588,4,40,0
588,5,45,0
588,6,60,0
589,1,70,0
589,2,135,2
589,3,105,0
589,4,60,0
589,5,105,0
589,6,20,0
590,1,69,1
590,2,55,0
590,3,45,0
590,4,55,0
590,5,55,0
590,6,15,0
591,1,114,2
591,2,85,0
591,3,70,0
591,4,85,0
591,5,80,0
591,6,30,0
592,1,55,0
592,2,40,0
592,3,50,0
592,4,65,0
592,5,85,1
592,6,40,0
593,1,100,0
593,2,60,0
593,3,70,0
593,4,85,0
593,5,105,2
593,6,60,0
594,1,165,2
594,2,75,0
594,3,80,0
594,4,40,0
594,5,45,0
594,6,65,0
595,1,50,0
595,2,47,0
595,3,50,0
595,4,57,0
595,5,50,0
595,6,65,1
596,1,70,0
596,2,77,0
596,3,60,0
596,4,97,0
596,5,60,0
596,6,108,2
597,1,44,0
597,2,50,0
597,3,91,1
597,4,24,0
597,5,86,0
597,6,10,0
598,1,74,0
598,2,94,0
598,3,131,2
598,4,54,0
598,5,116,0
598,6,20,0
599,1,40,0
599,2,55,0
599,3,70,1
599,4,45,0
599,5,60,0
599,6,30,0
600,1,60,0
600,2,80,0
600,3,95,2
600,4,70,0
600,5,85,0
600,6,50,0
601,1,60,0
601,2,100,0
601,3,115,3
601,4,70,0
601,5,85,0
601,6,90,0
602,1,35,0
602,2,55,0
602,3,40,0
602,4,45,0
602,5,40,0
602,6,60,1
603,1,65,0
603,2,85,2
603,3,70,0
603,4,75,0
603,5,70,0
603,6,40,0
604,1,85,0
604,2,115,3
604,3,80,0
604,4,105,0
604,5,80,0
604,6,50,0
605,1,55,0
605,2,55,0
605,3,55,0
605,4,85,1
605,5,55,0
605,6,30,0
606,1,75,0
606,2,75,0
606,3,75,0
606,4,125,2
606,5,95,0
606,6,40,0
607,1,50,0
607,2,30,0
607,3,55,0
607,4,65,1
607,5,55,0
607,6,20,0
608,1,60,0
608,2,40,0
608,3,60,0
608,4,95,2
608,5,60,0
608,6,55,0
609,1,60,0
609,2,55,0
609,3,90,0
609,4,145,3
609,5,90,0
609,6,80,0
610,1,46,0
610,2,87,1
610,3,60,0
610,4,30,0
610,5,40,0
610,6,57,0
611,1,66,0
611,2,117,2
611,3,70,0
611,4,40,0
611,5,50,0
611,6,67,0
612,1,76,0
612,2,147,3
612,3,90,0
612,4,60,0
612,5,70,0
612,6,97,0
613,1,55,0
613,2,70,1
613,3,40,0
613,4,60,0
613,5,40,0
613,6,40,0
614,1,95,0
614,2,110,2
614,3,80,0
614,4,70,0
614,5,80,0
614,6,50,0
615,1,70,0
615,2,50,0
615,3,30,0
615,4,95,0
615,5,135,2
615,6,105,0
616,1,50,0
616,2,40,0
616,3,85,1
616,4,40,0
616,5,65,0
616,6,25,0
617,1,80,0
617,2,70,0
617,3,40,0
617,4,100,0
617,5,60,0
617,6,145,2
618,1,109,2
618,2,66,0
618,3,84,0
618,4,81,0
618,5,99,0
618,6,32,0
619,1,45,0
619,2,85,1
619,3,50,0
619,4,55,0
619,5,50,0
619,6,65,0
620,1,65,0
620,2,125,2
620,3,60,0
620,4,95,0
620,5,60,0
620,6,105,0
621,1,77,0
621,2,120,2
621,3,90,0
621,4,60,0
621,5,90,0
621,6,48,0
622,1,59,0
622,2,74,1
622,3,50,0
622,4,35,0
622,5,50,0
622,6,35,0
623,1,89,0
623,2,124,2
623,3,80,0
623,4,55,0
623,5,80,0
623,6,55,0
624,1,45,0
624,2,85,1
624,3,70,0
624,4,40,0
624,5,40,0
624,6,60,0
625,1,65,0
625,2,125,2
625,3,100,0
625,4,60,0
625,5,70,0
625,6,70,0
626,1,95,0
626,2,110,2
626,3,95,0
626,4,40,0
626,5,95,0
626,6,55,0
627,1,70,0
627,2,83,1
627,3,50,0
627,4,37,0
627,5,50,0
627,6,60,0
628,1,100,0
628,2,123,2
628,3,75,0
628,4,57,0
628,5,75,0
628,6,80,0
629,1,70,0
629,2,55,0
629,3,75,1
629,4,45,0
629,5,65,0
629,6,60,0
630,1,110,0
630,2,65,0
630,3,105,0
630,4,55,2
630,5,95,0
630,6,80,0
631,1,85,0
631,2,97,0
631,3,66,0
631,4,105,2
631,5,66,0
631,6,65,0
632,1,58,0
632,2,109,0
632,3,112,2
632,4,48,0
632,5,48,0
632,6,109,0
633,1,52,0
633,2,65,1
633,3,50,0
633,4,45,0
633,5,50,0
633,6,38,0
634,1,72,0
634,2,85,2
634,3,70,0
634,4,65,0
634,5,70,0
634,6,58,0
635,1,92,0
635,2,105,0
635,3,90,0
635,4,125,3
635,5,90,0
635,6,98,0
636,1,55,0
636,2,85,1
636,3,55,0
636,4,50,0
636,5,55,0
636,6,60,0
637,1,85,0
637,2,60,0
637,3,65,0
637,4,135,3
637,5,105,0
637,6,100,0
638,1,91,0
638,2,90,0
638,3,129,3
638,4,90,0
638,5,72,0
638,6,108,0
639,1,91,0
639,2,129,3
639,3,90,0
639,4,72,0
639,5,90,0
639,6,108,0
640,1,91,0
640,2,90,0
640,3,72,0
640,4,90,0
640,5,129,3
640,6,108,0
641,1,79,0
641,2,115,3
641,3,70,0
641,4,125,0
641,5,80,0
641,6,111,0
642,1,79,0
642,2,115,3
642,3,70,0
642,4,125,0
642,5,80,0
642,6,111,0
643,1,100,0
643,2,120,0
643,3,100,0
643,4,150,3
643,5,120,0
643,6,90,0
644,1,100,0
644,2,150,3
644,3,120,0
644,4,120,0
644,5,100,0
644,6,90,0
645,1,89,0
645,2,125,0
645,3,90,0
645,4,115,3
645,5,80,0
645,6,101,0
646,1,125,1
646,2,130,1
646,3,90,0
646,4,130,1
646,5,90,0
646,6,95,0
647,1,91,0
647,2,72,0
647,3,90,0
647,4,129,3
647,5,90,0
647,6,108,0
648,1,100,0
648,2,77,0
648,3,77,0
648,4,128,1
648,5,128,1
648,6,90,1
649,1,71,0
649,2,120,1
649,3,95,0
649,4,120,1
649,5,95,0
649,6,99,1
650,1,56,0
650,2,61,0
650,3,65,1
650,4,48,0
650,5,45,0
650,6,38,0
651,1,61,0
651,2,78,0
651,3,95,2
651,4,56,0
651,5,58,0
651,6,57,0
652,1,88,0
652,2,107,0
652,3,122,3
652,4,74,0
652,5,75,0
652,6,64,0
653,1,40,0
653,2,45,0
653,3,40,0
653,4,62,1
653,5,60,0
653,6,60,0
654,1,59,0
654,2,59,0
654,3,58,0
654,4,90,2
654,5,70,0
654,6,73,0
655,1,75,0
655,2,69,0
655,3,72,0
655,4,114,3
655,5,100,0
655,6,104,0
656,1,41,0
656,2,56,0
656,3,40,0
656,4,62,0
656,5,44,0
656,6,71,1
657,1,54,0
657,2,63,0
657,3,52,0
657,4,83,0
657,5,56,0
657,6,97,2
658,1,72,0
658,2,95,0
658,3,67,0
658,4,103,0
658,5,71,0
658,6,122,3
659,1,38,0
659,2,36,0
659,3,38,0
659,4,32,0
659,5,36,0
659,6,57,1
660,1,85,2
660,2,56,0
660,3,77,0
660,4,50,0
660,5,77,0
660,6,78,0
661,1,45,0
661,2,50,0
661,3,43,0
661,4,40,0
661,5,38,0
661,6,62,1
662,1,62,0
662,2,73,0
662,3,55,0
662,4,56,0
662,5,52,0
662,6,84,2
663,1,78,0
663,2,81,0
663,3,71,0
663,4,74,0
663,5,69,0
663,6,126,3
664,1,38,0
664,2,35,0
664,3,40,1
664,4,27,0
664,5,25,0
664,6,35,0
665,1,45,0
665,2,22,0
665,3,60,2
665,4,27,0
665,5,30,0
665,6,29,0
666,1,80,1
666,2,52,0
666,3,50,0
666,4,90,1
666,5,50,0
666,6,89,1
667,1,62,0
667,2,50,0
667,3,58,0
667,4,73,1
667,5,54,0
667,6,72,0
668,1,86,0
668,2,68,0
668,3,72,0
668,4,109,2
668,5,66,0
668,6,106,0
669,1,44,0
669,2,38,0
669,3,39,0
669,4,61,0
669,5,79,1
669,6,42,0
670,1,54,0
670,2,45,0
670,3,47,0
670,4,75,0
670,5,98,2
670,6,52,0
671,1,78,0
671,2,65,0
671,3,68,0
671,4,112,0
671,5,154,3
671,6,75,0
672,1,66,1
672,2,65,0
672,3,48,0
672,4,62,0
672,5,57,0
672,6,52,0
673,1,123,2
673,2,100,0
673,3,62,0
673,4,97,0
673,5,81,0
673,6,68,0
674,1,67,0
674,2,82,1
674,3,62,0
674,4,46,0
674,5,48,0
674,6,43,0
675,1,95,0
675,2,124,2
675,3,78,0
675,4,69,0
675,5,71,0
675,6,58,0
676,1,75,0
676,2,80,0
676,3,60,0
676,4,65,0
676,5,90,0
676,6,102,1
677,1,62,0
677,2,48,0
677,3,54,0
677,4,63,0
677,5,60,0
677,6,68,1
678,1,74,0
678,2,48,0
678,3,76,0
678,4,83,0
678,5,81,0
678,6,104,2
679,1,45,0
679,2,80,0
679,3,100,1
679,4,35,0
679,5,37,0
679,6,28,0
680,1,59,0
680,2,110,0
680,3,150,2
680,4,45,0
680,5,49,0
680,6,35,0
681,1,60,0
681,2,50,0
681,3,150,2
681,4,50,0
681,5,150,1
681,6,60,0
682,1,78,1
682,2,52,0
682,3,60,0
682,4,63,0
682,5,65,0
682,6,23,0
683,1,101,2
683,2,72,0
683,3,72,0
683,4,99,0
683,5,89,0
683,6,29,0
684,1,62,0
684,2,48,0
684,3,66,1
684,4,59,0
684,5,57,0
684,6,49,0
685,1,82,0
685,2,80,0
685,3,86,2
685,4,85,0
685,5,75,0
685,6,72,0
686,1,53,0
686,2,54,1
686,3,53,0
686,4,37,0
686,5,46,0
686,6,45,0
687,1,86,0
687,2,92,2
687,3,88,0
687,4,68,0
687,5,75,0
687,6,73,0
688,1,42,0
688,2,52,1
688,3,67,0
688,4,39,0
688,5,56,0
688,6,50,0
689,1,72,0
689,2,105,2
689,3,115,0
689,4,54,0
689,5,86,0
689,6,68,0
690,1,50,0
690,2,60,0
690,3,60,0
690,4,60,0
690,5,60,1
690,6,30,0
691,1,65,0
691,2,75,0
691,3,90,0
691,4,97,0
691,5,123,2
691,6,44,0
692,1,50,0
692,2,53,0
692,3,62,0
692,4,58,1
692,5,63,0
692,6,44,0
693,1,71,0
693,2,73,0
693,3,88,0
693,4,120,2
693,5,89,0
693,6,59,0
694,1,44,0
694,2,38,0
694,3,33,0
694,4,61,0
694,5,43,0
694,6,70,1
695,1,62,0
695,2,55,0
695,3,52,0
695,4,109,1
695,5,94,0
695,6,109,1
696,1,58,0
696,2,89,1
696,3,77,0
696,4,45,0
696,5,45,0
696,6,48,0
697,1,82,0
697,2,121,2
697,3,119,0
697,4,69,0
697,5,59,0
697,6,71,0
698,1,77,1
698,2,59,0
698,3,50,0
698,4,67,0
698,5,63,0
698,6,46,0
699,1,123,2
699,2,77,0
699,3,72,0
699,4,99,0
699,5,92,0
699,6,58,0
700,1,95,0
700,2,65,0
700,3,65,0
700,4,110,0
700,5,130,2
700,6,60,0
701,1,78,0
701,2,92,2
701,3,75,0
701,4,74,0
701,5,63,0
701,6,118,0
702,1,67,0
702,2,58,0
702,3,57,0
702,4,81,0
702,5,67,0
702,6,101,2
703,1,50,0
703,2,50,0
703,3,150,1
703,4,50,0
703,5,150,1
703,6,50,0
704,1,45,0
704,2,50,0
704,3,35,0
704,4,55,0
704,5,75,1
704,6,40,0
705,1,68,0
705,2,75,0
705,3,53,0
705,4,83,0
705,5,113,2
705,6,60,0
706,1,90,0
706,2,100,0
706,3,70,0
706,4,110,0
706,5,150,3
706,6,80,0
707,1,57,0
707,2,80,0
707,3,91,1
707,4,80,0
707,5,87,0
707,6,75,0
708,1,43,0
708,2,70,1
708,3,48,0
708,4,50,0
708,5,60,0
708,6,38,0
709,1,85,0
709,2,110,2
709,3,76,0
709,4,65,0
709,5,82,0
709,6,56,0
710,1,49,0
710,2,66,0
710,3,70,1
710,4,44,0
710,5,55,0
710,6,51,0
711,1,65,0
711,2,90,0
711,3,122,2
711,4,58,0
711,5,75,0
711,6,84,0
712,1,55,0
712,2,69,0
712,3,85,1
712,4,32,0
712,5,35,0
712,6,28,0
713,1,95,0
713,2,117,0
713,3,184,2
713,4,44,0
713,5,46,0
713,6,28,0
714,1,40,0
714,2,30,0
714,3,35,0
714,4,45,0
714,5,40,0
714,6,55,1
715,1,85,0
715,2,70,0
715,3,80,0
715,4,97,0
715,5,80,0
715,6,123,2
716,1,126,3
716,2,131,0
716,3,95,0
716,4,131,0
716,5,98,0
716,6,99,0
717,1,126,3
717,2,131,0
717,3,95,0
717,4,131,0
717,5,98,0
717,6,99,0
718,1,108,3
718,2,100,0
718,3,121,0
718,4,81,0
718,5,95,0
718,6,95,0
719,1,50,0
719,2,100,0
719,3,150,1
719,4,100,0
719,5,150,2
719,6,50,0
720,1,80,0
720,2,110,0
720,3,60,0
720,4,150,3
720,5,130,0
720,6,70,0
721,1,80,0
721,2,110,0
721,3,120,0
721,4,130,3
721,5,90,0
721,6,70,0
10001,1,50,0
10001,2,180,2
10001,3,20,0
10001,4,180,1
10001,5,20,0
10001,6,150,0
10002,1,50,0
10002,2,70,0
10002,3,160,2
10002,4,70,0
10002,5,160,1
10002,6,90,0
10003,1,50,0
10003,2,95,0
10003,3,90,0
10003,4,95,0
10003,5,90,0
10003,6,180,3
10004,1,60,0
10004,2,79,0
10004,3,105,2
10004,4,59,0
10004,5,85,0
10004,6,36,0
10005,1,60,0
10005,2,69,0
10005,3,95,1
10005,4,69,0
10005,5,95,1
10005,6,36,0
10006,1,100,0
10006,2,103,0
10006,3,75,0
10006,4,120,0
10006,5,75,0
10006,6,127,3
10007,1,150,3
10007,2,120,0
10007,3,100,0
10007,4,120,0
10007,5,100,0
10007,6,90,0
10008,1,50,0
10008,2,65,0
10008,3,107,0
10008,4,105,1
10008,5,107,0
10008,6,86,1
10009,1,50,0
10009,2,65,0
10009,3,107,0
10009,4,105,1
10009,5,107,0
10009,6,86,1
10010,1,50,0
10010,2,65,0
10010,3,107,0
10010,4,105,1
10010,5,107,0
10010,6,86,1
10011,1,50,0
10011,2,65,0
10011,3,107,0
10011,4,105,1
10011,5,107,0
10011,6,86,1
10012,1,50,0
10012,2,65,0
10012,3,107,0
10012,4,105,1
10012,5,107,0
10012,6,86,1
10013,1,70,1
10013,2,70,0
10013,3,70,0
10013,4,70,0
10013,5,70,0
10013,6,70,0
10014,1,70,1
10014,2,70,0
10014,3,70,0
10014,4,70,0
10014,5,70,0
10014,6,70,0
10015,1,70,1
10015,2,70,0
10015,3,70,0
10015,4,70,0
10015,5,70,0
10015,6,70,0
10016,1,70,0
10016,2,92,0
10016,3,65,0
10016,4,80,0
10016,5,55,0
10016,6,98,2
10017,1,105,0
10017,2,30,0
10017,3,105,0
10017,4,140,2
10017,5,105,0
10017,6,55,0
10018,1,100,0
10018,2,128,1
10018,3,90,1
10018,4,77,0
10018,5,77,0
10018,6,128,1
10019,1,79,0
10019,2,100,0
10019,3,80,0
10019,4,110,0
10019,5,90,0
10019,6,121,3
10020,1,79,0
10020,2,105,0
10020,3,70,0
10020,4,145,3
10020,5,80,0
10020,6,101,0
10021,1,89,0
10021,2,145,3
10021,3,90,0
10021,4,105,0
10021,5,80,0
10021,6,91,0
10022,1,125,0
10022,2,170,3
10022,3,100,0
10022,4,120,0
10022,5,90,0
10022,6,95,0
10023,1,125,0
10023,2,120,0
10023,3,90,0
10023,4,170,3
10023,5,100,0
10023,6,95,0
10024,1,91,0
10024,2,72,0
10024,3,90,0
10024,4,129,3
10024,5,90,0
10024,6,108,0
10025,1,74,0
10025,2,48,0
10025,3,76,0
10025,4,83,0
10025,5,81,0
10025,6,104,2
10026,1,60,0
10026,2,150,2
10026,3,50,0
10026,4,150,1
10026,5,50,0
10026,6,60,0
10027,1,44,0
10027,2,66,0
10027,3,70,1
10027,4,44,0
10027,5,55,0
10027,6,56,0
10028,1,54,0
10028,2,66,0
10028,3,70,1
10028,4,44,0
10028,5,55,0
10028,6,46,0
10029,1,59,0
10029,2,66,0
10029,3,70,1
10029,4,44,0
10029,5,55,0
10029,6,41,0
10030,1,55,0
10030,2,85,0
10030,3,122,2
10030,4,58,0
10030,5,75,0
10030,6,99,0
10031,1,75,0
10031,2,95,0
10031,3,122,2
10031,4,58,0
10031,5,75,0
10031,6,69,0
10032,1,85,0
10032,2,100,0
10032,3,122,2
10032,4,58,0
10032,5,75,0
10032,6,54,0
10033,1,80,0
10033,2,100,0
10033,3,123,0
10033,4,122,2
10033,5,120,1
10033,6,80,0
10034,1,78,0
10034,2,130,0
10034,3,111,0
10034,4,130,3
10034,5,85,0
10034,6,100,0
10035,1,78,0
10035,2,104,0
10035,3,78,0
10035,4,159,3
10035,5,115,0
10035,6,100,0
10036,1,79,0
10036,2,103,0
10036,3,120,0
10036,4,135,0
10036,5,115,3
10036,6,78,0
10037,1,55,0
10037,2,50,0
10037,3,65,0
10037,4,175,3
10037,5,95,0
10037,6,150,0
10038,1,60,0
10038,2,65,0
10038,3,80,0
10038,4,170,3
10038,5,95,0
10038,6,130,0
10039,1,105,2
10039,2,125,0
10039,3,100,0
10039,4,60,0
10039,5,100,0
10039,6,100,0
10040,1,65,0
10040,2,155,2
10040,3,120,0
10040,4,65,0
10040,5,90,0
10040,6,105,0
10041,1,95,0
10041,2,155,2
10041,3,109,0
10041,4,70,0
10041,5,130,0
10041,6,81,0
10042,1,80,0
10042,2,135,0
10042,3,85,0
10042,4,70,0
10042,5,95,0
10042,6,150,2
10043,1,106,0
10043,2,190,0
10043,3,100,0
10043,4,154,3
10043,5,100,0
10043,6,130,0
10044,1,106,0
10044,2,150,0
10044,3,70,0
10044,4,194,3
10044,5,120,0
10044,6,140,0
10045,1,90,0
10045,2,95,0
10045,3,105,0
10045,4,165,3
10045,5,110,0
10045,6,45,0
10046,1,70,0
10046,2,150,2
10046,3,140,0
10046,4,65,0
10046,5,100,0
10046,6,75,0
10047,1,80,0
10047,2,185,2
10047,3,115,0
10047,4,40,0
10047,5,105,0
10047,6,75,0
10048,1,75,0
10048,2,90,0
10048,3,90,0
10048,4,140,2
10048,5,90,0
10048,6,115,0
10049,1,100,0
10049,2,164,3
10049,3,150,0
10049,4,95,0
10049,5,120,0
10049,6,71,0
10050,1,80,0
10050,2,160,3
10050,3,80,0
10050,4,130,0
10050,5,80,0
10050,6,100,0
10051,1,68,0
10051,2,85,0
10051,3,65,0
10051,4,165,3
10051,5,135,0
10051,6,100,0
10052,1,50,0
10052,2,105,1
10052,3,125,1
10052,4,55,0
10052,5,95,0
10052,6,50,0
10053,1,70,0
10053,2,140,0
10053,3,230,3
10053,4,60,0
10053,5,80,0
10053,6,50,0
10054,1,60,0
10054,2,100,0
10054,3,85,0
10054,4,80,0
10054,5,85,0
10054,6,100,2
10055,1,70,0
10055,2,75,0
10055,3,80,0
10055,4,135,0
10055,5,80,0
10055,6,135,2
10056,1,64,0
10056,2,165,2
10056,3,75,0
10056,4,93,0
10056,5,83,0
10056,6,75,0
10057,1,65,0
10057,2,150,2
10057,3,60,0
10057,4,115,0
10057,5,60,0
10057,6,115,0
10058,1,108,0
10058,2,170,3
10058,3,115,0
10058,4,120,0
10058,5,95,0
10058,6,92,0
10059,1,70,0
10059,2,145,1
10059,3,88,0
10059,4,140,1
10059,5,70,0
10059,6,112,0
10060,1,90,0
10060,2,132,1
10060,3,105,0
10060,4,132,1
10060,5,105,0
10060,6,30,0
10061,1,74,0
10061,2,65,0
10061,3,67,0
10061,4,125,0
10061,5,128,2
10061,6,92,0
10062,1,80,0
10062,2,100,0
10062,3,120,0
10062,4,140,0
10062,5,150,3
10062,6,110,0
10063,1,80,0
10063,2,130,0
10063,3,100,0
10063,4,160,3
10063,5,120,0
10063,6,110,0
